,source,target,weight
1993,SutR,sutR,0
1994,SutR,tcyJ,-1
1995,RhaR,rhaR,1
1996,RhaR,rhaS,1
1997,CueR,rsd,-1
1998,CueR,cueO,1
1999,CueR,rmf,-1
2000,CueR,copA,1
2001,KdpE,kdpA,1
2002,KdpE,kdpB,1
2003,KdpE,kdpC,1
2004,KdpE,rsd,-1
2005,KdpE,rmf,-1
2006,KdpE,kdpF,1
2007,SgrR,thiQ,-1
2008,SgrR,thiP,-1
2009,SgrR,thiB,-1
2010,SgrR,setA,1
2011,SgrR,sgrR,-1
2012,SgrR,sgrT,1
2013,SgrR,sroA,-1
2014,SgrR,sgrS,1
2015,SgrR,alaC,1
2016,MetR,glyA,0
2017,MetR,hmp,1
2018,MetR,metE,1
2019,MetR,metR,-1
2020,ArgR,hisM,-1
2021,ArgR,argA,-1
2022,ArgR,argB,-1
2023,ArgR,argC,-1
2024,ArgR,argD,-1
2025,ArgR,argF,-1
2026,ArgR,argG,-1
2027,ArgR,argI,-1
2028,ArgR,argR,-1
2029,ArgR,aroK,-1
2030,ArgR,aroP,1
2031,ArgR,carA,-1
2032,ArgR,carB,-1
2033,ArgR,cvpA,-1
2034,ArgR,dacC,-1
2035,ArgR,ftsZ,-1
2036,ArgR,gltB,-1
2037,ArgR,gltD,-1
2038,ArgR,gltP,1
2039,ArgR,hisP,-1
2040,ArgR,infB,-1
2041,ArgR,waaA,-1
2042,ArgR,lrp,-1
2043,ArgR,nusA,-1
2044,ArgR,pfkB,-1
2045,ArgR,pnp,-1
2046,ArgR,rpsO,-1
2047,ArgR,yffB,1
2048,ArgR,truB,-1
2049,ArgR,rbfA,-1
2050,ArgR,rimP,-1
2051,ArgR,argH,-1
2052,ArgR,mukE,-1
2053,ArgR,hisL,-1
2054,ArgR,pyrL,-1
2055,ArgR,argE,-1
2056,ArgR,dps,-1
2057,ArgR,gltF,-1
2058,ArgR,stpA,-1
2059,ArgR,yaaU,1
2060,ArgR,artP,-1
2061,ArgR,artI,-1
2062,ArgR,artQ,-1
2063,ArgR,artM,-1
2064,ArgR,artJ,-1
2065,ArgR,potF,-1
2066,ArgR,puuB,1
2067,ArgR,hisJ,-1
2068,ArgR,hisQ,-1
2069,ArgR,metY,-1
2070,ArgR,mcaS,-1
2071,ArgR,ykgA,1
2072,ArgR,lysO,-1
2073,ArgR,ydgI,-1
2074,ArgR,astE,1
2075,ArgR,astB,1
2076,ArgR,astD,1
2077,ArgR,astA,1
2078,ArgR,astC,1
2079,ArgR,hchA,-1
2080,ArgR,yfcC,-1
2081,ArgR,eutS,1
2082,ArgR,yraQ,1
2083,ArgR,yhcC,-1
2084,PspF,pspA,1
2085,PspF,pspB,1
2086,PspF,pspC,1
2087,PspF,pspD,1
2088,PspF,pspE,1
2089,PspF,pspG,1
2090,PspF,pspF,-1
2091,PspF,pspH,1
2092,NorR,norR,-1
2093,NorR,norW,1
2094,NorR,norV,1
2095,CreB,creD,1
2096,PaaX,paaZ,-1
2097,PaaX,paaA,-1
2098,PaaX,paaB,-1
2099,PaaX,paaC,-1
2100,PaaX,paaD,-1
2101,PaaX,paaE,-1
2102,PaaX,paaF,-1
2103,PaaX,paaG,-1
2104,PaaX,paaH,-1
2105,PaaX,paaI,-1
2106,PaaX,paaJ,-1
2107,PaaX,paaK,-1
2108,PaaX,paaX,-1
2109,PaaX,paaY,-1
2110,CytR,cdd,-1
2111,CytR,cytR,-1
2112,CytR,deoA,-1
2113,CytR,deoB,-1
2114,CytR,deoC,-1
2115,CytR,deoD,-1
2116,CytR,nupG,-1
2117,CytR,ppiA,-1
2118,CytR,rpoH,-1
2119,CytR,tsx,-1
2120,CytR,udp,-1
2121,MatA,flhC,-1
2122,MatA,flhD,-1
2123,MatA,fliC,-1
2124,MatA,fliA,-1
2125,MatA,fliZ,-1
2126,MatA,ecpA,1
2127,MatA,matA,1
2128,MatA,tcyJ,-1
2129,MatA,fliX,-1
2130,BolA,mreB,-1
2131,BolA,mreC,-1
2132,BolA,mreD,-1
2133,RcsAB,flhC,-1
2134,RcsAB,flhD,-1
2135,RcsAB,wzc,1
2136,YgiV,mcbR,-1
2137,CaiF,caiD,1
2138,CaiF,caiC,1
2139,CaiF,caiB,1
2140,CaiF,caiA,1
2141,CaiF,caiT,1
2142,CaiF,fixA,1
2143,CaiF,fixB,1
2144,CaiF,fixC,1
2145,CaiF,fixX,1
2146,CaiF,caiE,1
2147,CusR,cusA,1
2148,CusR,cusS,1
2149,CusR,cusR,1
2150,CusR,cusC,1
2151,CusR,cusF,1
2152,CusR,cusB,1
2153,CusR,hiuH,1
2154,CusR,msrP,1
2155,CusR,msrQ,1
2156,PurR,carA,-1
2157,PurR,carB,-1
2158,PurR,cvpA,-1
2159,PurR,glnB,-1
2160,PurR,glyA,-1
2161,PurR,guaA,-1
2162,PurR,guaB,-1
2163,PurR,prs,-1
2164,PurR,purA,-1
2165,PurR,purC,-1
2166,PurR,purD,-1
2167,PurR,purE,-1
2168,PurR,purF,-1
2169,PurR,purH,-1
2170,PurR,purK,-1
2171,PurR,purL,-1
2172,PurR,purM,-1
2173,PurR,purN,-1
2174,PurR,purR,-1
2175,PurR,pyrC,-1
2176,PurR,pyrD,-1
2177,PurR,speA,-1
2178,PurR,speB,-1
2179,PurR,ubiX,-1
2180,PurR,purB,-1
2181,PurR,codA,-1
2182,PurR,codB,-1
2183,PurR,hflD,-1
2184,PurR,purT,-1
2185,HigBA,higA,-1
2186,HigBA,higB,-1
2187,GadRcs,aslB,1
2188,GadRcs,cadA,1
2189,GadRcs,cadB,1
2190,GadRcs,dctR,1
2191,GadRcs,slp,1
2192,GadRcs,yhiM,1
2193,GadRcs,gadX,1
2194,GadRcs,adiC,1
2195,GadRcs,gadA,1
2196,RcnR,rcnR,-1
2197,RcnR,rcnA,-1
2198,RcnR,rcnB,-1
2199,MarR,marA,-1
2200,MarR,marR,-1
2201,MarR,marB,-1
2202,FadR,accD,1
2203,FadR,fabA,1
2204,FadR,fabB,1
2205,FadR,accB,1
2206,FadR,accC,1
2207,FadR,fabH,1
2208,FadR,fadL,-1
2209,FadR,iclR,1
2210,FadR,fabD,1
2211,FadR,fabG,1
2212,FadR,uspA,-1
2213,FadR,fabI,1
2214,FadR,fadD,-1
2215,FadR,accA,1
2216,FadR,sroD,-1
2217,FadR,fadH,-1
2218,FadR,fadE,-1
2219,FadR,fadJ,-1
2220,FadR,fadI,-1
2221,FeaR,tynA,1
2222,FeaR,feaB,1
2223,FNR,aceE,0
2224,FNR,aceF,0
2225,FNR,adhE,1
2226,FNR,ansB,1
2227,FNR,arcA,0
2228,FNR,aroP,1
2229,FNR,aspA,1
2230,FNR,moeA,-1
2231,FNR,moeB,-1
2232,FNR,cydA,0
2233,FNR,cydB,0
2234,FNR,cysG,1
2235,FNR,dmsA,1
2236,FNR,dmsB,1
2237,FNR,dmsC,1
2238,FNR,entF,1
2239,FNR,fepE,1
2240,FNR,fes,1
2241,FNR,fhlA,1
2242,FNR,fnr,0
2243,FNR,frdA,1
2244,FNR,frdB,1
2245,FNR,frdC,1
2246,FNR,frdD,1
2247,FNR,gltB,-1
2248,FNR,gltD,-1
2249,FNR,hemA,-1
2250,FNR,hmp,-1
2251,FNR,hypB,1
2252,FNR,hypC,1
2253,FNR,hypD,1
2254,FNR,hypE,1
2255,FNR,katG,1
2256,FNR,lpd,0
2257,FNR,narG,1
2258,FNR,narH,1
2259,FNR,narI,1
2260,FNR,narJ,1
2261,FNR,narK,1
2262,FNR,narL,-1
2263,FNR,ndh,-1
2264,FNR,nirB,1
2265,FNR,nirC,1
2266,FNR,nirD,1
2267,FNR,pflB,1
2268,FNR,poxB,1
2269,FNR,prfA,-1
2270,FNR,purM,-1
2271,FNR,purN,-1
2272,FNR,pykA,1
2273,FNR,thrA,1
2274,FNR,ung,1
2275,FNR,pdhR,0
2276,FNR,ompW,0
2277,FNR,dcuA,1
2278,FNR,fdnG,0
2279,FNR,fdnH,0
2280,FNR,fdnI,0
2281,FNR,focA,1
2282,FNR,upp,1
2283,FNR,nrdD,1
2284,FNR,gltF,-1
2285,FNR,nikR,1
2286,FNR,moaA,1
2287,FNR,moaB,1
2288,FNR,moaD,1
2289,FNR,moaE,1
2290,FNR,moaC,1
2291,FNR,viaA,1
2292,FNR,ravA,1
2293,FNR,nuoM,-1
2294,FNR,nuoF,-1
2295,FNR,nrfA,1
2296,FNR,grcA,0
2297,FNR,nrfB,1
2298,FNR,nrfC,1
2299,FNR,nrfD,1
2300,FNR,nrfE,1
2301,FNR,nrfF,1
2302,FNR,nrfG,1
2303,FNR,ccmH,1
2304,FNR,ccmG,1
2305,FNR,ccmF,1
2306,FNR,ccmE,1
2307,FNR,ccmC,1
2308,FNR,ccmB,1
2309,FNR,ccmA,1
2310,FNR,napC,1
2311,FNR,napB,1
2312,FNR,napH,1
2313,FNR,napG,1
2314,FNR,napA,1
2315,FNR,napF,1
2316,FNR,nikA,1
2317,FNR,nikB,1
2318,FNR,nikC,1
2319,FNR,nikD,1
2320,FNR,nikE,1
2321,FNR,nuoA,-1
2322,FNR,nuoB,-1
2323,FNR,nuoC,-1
2324,FNR,nuoE,-1
2325,FNR,nuoG,-1
2326,FNR,nuoH,-1
2327,FNR,nuoI,-1
2328,FNR,nuoJ,-1
2329,FNR,nuoK,-1
2330,FNR,nuoL,-1
2331,FNR,nuoN,-1
2332,FNR,feoA,1
2333,FNR,feoB,1
2334,FNR,uraA,1
2335,FNR,napD,1
2336,FNR,ccmD,1
2337,FNR,ccp,1
2338,FNR,yibN,1
2339,FNR,msrB,-1
2340,FNR,prmC,-1
2341,FNR,garD,1
2342,FNR,feoC,1
2343,FNR,metV,1
2344,FNR,ybdZ,1
2345,FNR,fnrS,1
2346,FNR,caiF,1
2347,FNR,dcuC,1
2348,FNR,hcr,1
2349,FNR,hcp,1
2350,FNR,hlyE,1
2351,FNR,ortT,1
2352,FNR,ydfZ,1
2353,FNR,ydfO,1
2354,FNR,ynfE,1
2355,FNR,ynfF,1
2356,FNR,ynfG,1
2357,FNR,ynfH,1
2358,FNR,dmsD,1
2359,FNR,bidA,1
2360,FNR,ydhT,1
2361,FNR,ydhU,1
2362,FNR,ydhX,1
2363,FNR,ydhW,1
2364,FNR,ydhV,1
2365,FNR,ydhY,1
2366,FNR,yfcZ,1
2367,FNR,yffS,1
2368,FNR,pdeF,1
2369,FNR,mltA,1
2370,FNR,aer,1
2371,FNR,nrdG,1
2372,FNR,narS,1
2373,YefM,yefM,-1
2374,YefM,yoeB,-1
2375,NadR,nadB,-1
2376,YdfH,rspB,-1
2377,YdfH,rspA,-1
2378,IlvY,ilvC,1
2379,IlvY,ilvY,-1
2380,Nac,ispB,-1
2381,Nac,aceB,-1
2382,Nac,ackA,1
2383,Nac,amn,-1
2384,Nac,ampD,-1
2385,Nac,cysQ,1
2386,Nac,ansB,-1
2387,Nac,araE,-1
2388,Nac,araF,-1
2389,Nac,aroD,-1
2390,Nac,aroE,-1
2391,Nac,aroF,-1
2392,Nac,asnA,-1
2393,Nac,asnC,-1
2394,Nac,bfr,1
2395,Nac,bglB,-1
2396,Nac,bisC,1
2397,Nac,cheA,1
2398,Nac,moeA,1
2399,Nac,cpdB,-1
2400,Nac,cydA,1
2401,Nac,cynT,-1
2402,Nac,cysJ,-1
2403,Nac,cysS,-1
2404,Nac,dapB,-1
2405,Nac,dcm,-1
2406,Nac,dcp,1
2407,Nac,ddlA,-1
2408,Nac,dld,-1
2409,Nac,dnaA,-1
2410,Nac,mltD,-1
2411,Nac,dppA,-1
2412,Nac,acrE,-1
2413,Nac,fepE,-1
2414,Nac,fliC,-1
2415,Nac,fucA,-1
2416,Nac,gabT,1
2417,Nac,gdhA,-1
2418,Nac,mnmG,-1
2419,Nac,glpK,-1
2420,Nac,gltA,-1
2421,Nac,gltP,-1
2422,Nac,gor,-1
2423,Nac,hemB,-1
2424,Nac,hemH,-1
2425,Nac,hfq,-1
2426,Nac,htpG,-1
2427,Nac,htpX,-1
2428,Nac,hupA,1
2429,Nac,icd,1
2430,Nac,ilvN,-1
2431,Nac,intD,-1
2432,Nac,katG,-1
2433,Nac,kbl,-1
2434,Nac,kdsA,-1
2435,Nac,lepA,1
2436,Nac,lepB,-1
2437,Nac,leuO,-1
2438,Nac,livH,1
2439,Nac,livK,-1
2440,Nac,livM,-1
2441,Nac,lrp,-1
2442,Nac,lysA,1
2443,Nac,lysR,-1
2444,Nac,lysU,-1
2445,Nac,malI,-1
2446,Nac,malY,-1
2447,Nac,map,1
2448,Nac,mcrB,-1
2449,Nac,metE,1
2450,Nac,metR,-1
2451,Nac,mglA,-1
2452,Nac,mglB,-1
2453,Nac,groS,1
2454,Nac,mreC,-1
2455,Nac,nanA,-1
2456,Nac,narK,-1
2457,Nac,narX,-1
2458,Nac,nusA,-1
2459,Nac,nusB,-1
2460,Nac,ompA,-1
2461,Nac,ompF,-1
2462,Nac,ompR,-1
2463,Nac,ompT,-1
2464,Nac,oppA,1
2465,Nac,oppC,-1
2466,Nac,osmB,1
2467,Nac,pfkB,1
2468,Nac,phoB,-1
2469,Nac,pstS,-1
2470,Nac,pldA,-1
2471,Nac,pntA,-1
2472,Nac,polA,-1
2473,Nac,ppc,-1
2474,Nac,ppiB,-1
2475,Nac,pstC,-1
2476,Nac,ptrA,-1
2477,Nac,pyrB,-1
2478,Nac,rcsA,-1
2479,Nac,rep,-1
2480,Nac,rfaH,1
2481,Nac,fliD,-1
2482,Nac,rpmH,1
2483,Nac,rpoZ,-1
2484,Nac,sdaA,-1
2485,Nac,sdhC,1
2486,Nac,sdiA,-1
2487,Nac,serA,-1
2488,Nac,gmk,1
2489,Nac,srlR,-1
2490,Nac,sucA,-1
2491,Nac,tdcA,-1
2492,Nac,tdcR,-1
2493,Nac,thrS,-1
2494,Nac,tnaA,-1
2495,Nac,tnaB,-1
2496,Nac,tolB,-1
2497,Nac,trxB,-1
2498,Nac,uhpA,-1
2499,Nac,sbcD,-1
2500,Nac,yajD,-1
2501,Nac,ybgC,-1
2502,Nac,uvrY,-1
2503,Nac,xapR,-1
2504,Nac,ppdC,1
2505,Nac,ygdB,-1
2506,Nac,argO,1
2507,Nac,yhaB,1
2508,Nac,rimP,-1
2509,Nac,mscL,-1
2510,Nac,bfd,-1
2511,Nac,mioC,-1
2512,Nac,ydiB,-1
2513,Nac,pdeL,-1
2514,Nac,ycaC,-1
2515,Nac,ycaD,-1
2516,Nac,chpS,-1
2517,Nac,ychA,-1
2518,Nac,iraP,-1
2519,Nac,yifB,-1
2520,Nac,ilvL,1
2521,Nac,tnaC,1
2522,Nac,pyrL,1
2523,Nac,leuL,1
2524,Nac,wzzE,1
2525,Nac,dsbA,-1
2526,Nac,codA,1
2527,Nac,codB,1
2528,Nac,gabD,1
2529,Nac,gabP,1
2530,Nac,ligB,-1
2531,Nac,lysP,-1
2532,Nac,waaG,-1
2533,Nac,mdtG,-1
2534,Nac,gspO,1
2535,Nac,amiB,-1
2536,Nac,bglH,-1
2537,Nac,ubiA,-1
2538,Nac,ahpC,1
2539,Nac,uspA,-1
2540,Nac,osmY,-1
2541,Nac,dadA,1
2542,Nac,cynR,-1
2543,Nac,msrA,1
2544,Nac,marR,1
2545,Nac,gcvT,-1
2546,Nac,yigI,1
2547,Nac,yigL,1
2548,Nac,pabC,-1
2549,Nac,holE,-1
2550,Nac,gltF,0
2551,Nac,yhcA,-1
2552,Nac,ycgB,-1
2553,Nac,ybfC,-1
2554,Nac,cfa,-1
2555,Nac,ibpA,1
2556,Nac,wrbA,1
2557,Nac,gadE,1
2558,Nac,nadC,-1
2559,Nac,greB,-1
2560,Nac,ygiF,-1
2561,Nac,evgA,-1
2562,Nac,eptA,-1
2563,Nac,eamA,-1
2564,Nac,ydeE,1
2565,Nac,yafC,-1
2566,Nac,yafD,1
2567,Nac,yadC,-1
2568,Nac,yicJ,1
2569,Nac,nudC,-1
2570,Nac,yidQ,1
2571,Nac,yieE,-1
2572,Nac,yieH,-1
2573,Nac,cbrB,-1
2574,Nac,cbrC,-1
2575,Nac,yieP,-1
2576,Nac,phoH,-1
2577,Nac,rsd,-1
2578,Nac,nfrB,-1
2579,Nac,ybbC,-1
2580,Nac,cmtB,1
2581,Nac,cmtA,1
2582,Nac,rlmM,1
2583,Nac,hofC,-1
2584,Nac,torA,-1
2585,Nac,mobA,-1
2586,Nac,yihD,1
2587,Nac,hemN,-1
2588,Nac,yihL,-1
2589,Nac,yihO,-1
2590,Nac,yihQ,-1
2591,Nac,yiiE,-1
2592,Nac,yiiF,-1
2593,Nac,fdoG,-1
2594,Nac,fdhD,-1
2595,Nac,yijO,-1
2596,Nac,yjaH,1
2597,Nac,yjbB,-1
2598,Nac,yjbQ,-1
2599,Nac,yjcB,1
2600,Nac,pdeC,1
2601,Nac,yjcF,1
2602,Nac,nrfF,1
2603,Nac,nrfG,1
2604,Nac,yjcO,-1
2605,Nac,htrE,-1
2606,Nac,rfbC,1
2607,Nac,yehE,-1
2608,Nac,bglX,1
2609,Nac,yeiH,1
2610,Nac,yejB,-1
2611,Nac,yejG,-1
2612,Nac,lapC,-1
2613,Nac,ccmH,-1
2614,Nac,ccmB,-1
2615,Nac,ccmA,-1
2616,Nac,napC,-1
2617,Nac,napB,-1
2618,Nac,secG,-1
2619,Nac,yeiE,-1
2620,Nac,prfC,-1
2621,Nac,rhtA,-1
2622,Nac,nlpE,-1
2623,Nac,yaeF,-1
2624,Nac,cobT,-1
2625,Nac,gspM,1
2626,Nac,ygaC,-1
2627,Nac,waaF,-1
2628,Nac,yhhQ,1
2629,Nac,yhiJ,-1
2630,Nac,mdtE,1
2631,Nac,gadX,-1
2632,Nac,yhjD,-1
2633,Nac,yhjE,1
2634,Nac,yiaD,-1
2635,Nac,wecH,1
2636,Nac,yadM,-1
2637,Nac,cdaR,-1
2638,Nac,yfaE,-1
2639,Nac,ygiL,1
2640,Nac,ppnN,-1
2641,Nac,yecD,1
2642,Nac,yecE,1
2643,Nac,ybgE,1
2644,Nac,iaaA,1
2645,Nac,rfbB,-1
2646,Nac,gatA,-1
2647,Nac,tomB,1
2648,Nac,ygiM,-1
2649,Nac,yfiL,1
2650,Nac,prmB,-1
2651,Nac,yjeM,-1
2652,Nac,cycA,1
2653,Nac,ybaL,-1
2654,Nac,ygiN,-1
2655,Nac,lpxH,-1
2656,Nac,ycaK,1
2657,Nac,ygjI,-1
2658,Nac,exuT,-1
2659,Nac,kbaY,1
2660,Nac,yecF,-1
2661,Nac,pitB,1
2662,Nac,cobU,-1
2663,Nac,argU,1
2664,Nac,asnT,-1
2665,Nac,asnV,-1
2666,Nac,leuU,-1
2667,Nac,metY,-1
2668,Nac,selC,1
2669,Nac,spf,-1
2670,Nac,rplU,-1
2671,Nac,yohO,-1
2672,Nac,yciZ,-1
2673,Nac,sibE,-1
2674,Nac,shoB,1
2675,Nac,ecnA,-1
2676,Nac,sibA,1
2677,Nac,mgtS,1
2678,Nac,tff,-1
2679,Nac,micC,1
2680,Nac,yoeB,-1
2681,Nac,ecnB,-1
2682,Nac,torI,1
2683,Nac,caiF,-1
2684,Nac,yafV,1
2685,Nac,ivy,1
2686,Nac,dpaA,1
2687,Nac,yafQ,-1
2688,Nac,dinJ,-1
2689,Nac,yafN,-1
2690,Nac,yafO,-1
2691,Nac,yagU,1
2692,Nac,ykgL,-1
2693,Nac,ykgE,-1
2694,Nac,ykgH,-1
2695,Nac,yaiS,1
2696,Nac,tauA,-1
2697,Nac,yaiY,-1
2698,Nac,yaiZ,1
2699,Nac,thiL,-1
2700,Nac,yajO,-1
2701,Nac,allR,1
2702,Nac,allW,1
2703,Nac,glxK,-1
2704,Nac,ybcK,1
2705,Nac,borD,-1
2706,Nac,ybcV,-1
2707,Nac,ybdK,1
2708,Nac,dsbG,1
2709,Nac,uspG,-1
2710,Nac,ybdR,-1
2711,Nac,nadD,-1
2712,Nac,ybeQ,1
2713,Nac,ybeR,1
2714,Nac,ybeT,1
2715,Nac,ybeU,-1
2716,Nac,ybhD,1
2717,Nac,ybhH,-1
2718,Nac,ybhI,-1
2719,Nac,ybhM,1
2720,Nac,mcbA,-1
2721,Nac,rlmF,1
2722,Nac,ybjP,1
2723,Nac,ybjQ,1
2724,Nac,ybjX,-1
2725,Nac,macA,-1
2726,Nac,ycaN,1
2727,Nac,ssuE,-1
2728,Nac,elfA,1
2729,Nac,elfG,-1
2730,Nac,yccM,-1
2731,Nac,rutB,1
2732,Nac,pgaA,1
2733,Nac,dgcT,-1
2734,Nac,bssS,1
2735,Nac,rluE,1
2736,Nac,ycgX,1
2737,Nac,ycgJ,-1
2738,Nac,dhaK,-1
2739,Nac,dhaR,1
2740,Nac,ycgV,1
2741,Nac,ymjA,-1
2742,Nac,abgA,-1
2743,Nac,abgR,-1
2744,Nac,ydaT,-1
2745,Nac,ydaU,1
2746,Nac,ynaK,1
2747,Nac,stfR,-1
2748,Nac,tfaR,-1
2749,Nac,pinR,-1
2750,Nac,ompN,-1
2751,Nac,ydcI,1
2752,Nac,ydcS,1
2753,Nac,ydcT,1
2754,Nac,ydcU,1
2755,Nac,ydcV,1
2756,Nac,patD,1
2757,Nac,ortT,-1
2758,Nac,ydcY,-1
2759,Nac,ydcZ,-1
2760,Nac,curA,-1
2761,Nac,ansP,-1
2762,Nac,ddpC,-1
2763,Nac,ydeP,-1
2764,Nac,ydeQ,-1
2765,Nac,yneK,1
2766,Nac,ydfK,-1
2767,Nac,pinQ,-1
2768,Nac,tfaQ,-1
2769,Nac,ydfR,-1
2770,Nac,ynfA,-1
2771,Nac,ynfB,1
2772,Nac,ynfD,-1
2773,Nac,ynfE,-1
2774,Nac,ynfF,-1
2775,Nac,ynfG,1
2776,Nac,bidA,-1
2777,Nac,ydgH,-1
2778,Nac,fumD,-1
2779,Nac,ydiL,1
2780,Nac,ydiM,-1
2781,Nac,ydiO,-1
2782,Nac,ydiP,-1
2783,Nac,rflP,1
2784,Nac,ydiY,-1
2785,Nac,yniB,-1
2786,Nac,hxpB,-1
2787,Nac,cho,-1
2788,Nac,ynjF,1
2789,Nac,nudG,-1
2790,Nac,ynjH,-1
2791,Nac,yobF,1
2792,Nac,kdgR,-1
2793,Nac,yebQ,-1
2794,Nac,rsmF,-1
2795,Nac,yobA,1
2796,Nac,yobB,-1
2797,Nac,znuA,-1
2798,Nac,uspC,1
2799,Nac,ftnB,1
2800,Nac,dcyD,1
2801,Nac,yedL,-1
2802,Nac,hchA,-1
2803,Nac,hprR,-1
2804,Nac,mtfA,-1
2805,Nac,shiA,-1
2806,Nac,nac,-1
2807,Nac,yeeZ,-1
2808,Nac,ugd,-1
2809,Nac,wcaF,1
2810,Nac,wcaE,1
2811,Nac,wzc,-1
2812,Nac,wzb,-1
2813,Nac,wza,-1
2814,Nac,yegH,1
2815,Nac,yegL,-1
2816,Nac,yegR,-1
2817,Nac,yfbK,-1
2818,Nac,yfbL,1
2819,Nac,yfbV,-1
2820,Nac,yfcO,-1
2821,Nac,yfcP,-1
2822,Nac,emrK,-1
2823,Nac,yfdE,-1
2824,Nac,yfdV,1
2825,Nac,alaC,-1
2826,Nac,mntH,-1
2827,Nac,pdxK,-1
2828,Nac,yfeK,1
2829,Nac,yfeS,-1
2830,Nac,eutS,1
2831,Nac,pdeF,-1
2832,Nac,yfgG,1
2833,Nac,yfgH,-1
2834,Nac,csiE,-1
2835,Nac,hcaR,1
2836,Nac,yfhL,-1
2837,Nac,yfiR,-1
2838,Nac,yfjI,-1
2839,Nac,abpA,-1
2840,Nac,rnlB,-1
2841,Nac,ileY,1
2842,Nac,glaH,-1
2843,Nac,ygaV,-1
2844,Nac,ygaP,-1
2845,Nac,ygaM,-1
2846,Nac,ygaZ,-1
2847,Nac,pphB,-1
2848,Nac,ispD,-1
2849,Nac,queD,-1
2850,Nac,ygcO,-1
2851,Nac,ygcP,-1
2852,Nac,ygcS,-1
2853,Nac,ygcE,-1
2854,Nac,gudX,-1
2855,Nac,queF,-1
2856,Nac,ygdR,-1
2857,Nac,kduI,-1
2858,Nac,yqeH,1
2859,Nac,yqeJ,1
2860,Nac,yqeK,1
2861,Nac,ygeG,-1
2862,Nac,xdhA,-1
2863,Nac,yqeB,-1
2864,Nac,scpB,-1
2865,Nac,srsR,-1
2866,Nac,yggP,-1
2867,Nac,yghG,1
2868,Nac,glcA,1
2869,Nac,yghS,-1
2870,Nac,yghT,-1
2871,Nac,dkgA,-1
2872,Nac,ygiZ,-1
2873,Nac,ygjH,1
2874,Nac,yhaI,-1
2875,Nac,yraH,-1
2876,Nac,ubiT,-1
2877,Nac,ubiU,-1
2878,Nac,yhbX,1
2879,Nac,yhcC,1
2880,Nac,yhcD,-1
2881,Nac,nanK,1
2882,Nac,yhdV,-1
2883,Nac,gspG,-1
2884,Nac,gspH,-1
2885,Nac,yhfL,-1
2886,Nac,yhfZ,-1
2887,Nac,yhhZ,-1
2888,Nac,yrhB,1
2889,Nac,insK,1
2890,Nac,yjeH,-1
2891,Nac,yjeJ,-1
2892,Nac,blc,-1
2893,Nac,yjfZ,-1
2894,Nac,ytfB,1
2895,Nac,fklB,-1
2896,Nac,ytfJ,1
2897,Nac,ytfK,-1
2898,Nac,ytfP,-1
2899,Nac,yjgH,-1
2900,Nac,yjgM,1
2901,Nac,yjgN,-1
2902,Nac,yjhI,-1
2903,Nac,fhuF,-1
2904,Nac,feaB,-1
2905,Nac,nrdG,-1
2906,Nac,uxaC,-1
2907,Nac,hcaE,1
2908,SlyA,fecI,-1
2909,SlyA,fecR,-1
2910,SlyA,leuO,1
2911,SlyA,gspO,1
2912,SlyA,rsd,1
2913,SlyA,gspM,1
2914,SlyA,sgcA,-1
2915,SlyA,sgcC,-1
2916,SlyA,sgcX,-1
2917,SlyA,mdtM,1
2918,SlyA,cas2,1
2919,SlyA,rmf,1
2920,SlyA,sgcB,-1
2921,SlyA,elfA,1
2922,SlyA,hlyE,1
2923,SlyA,paaA,1
2924,SlyA,paaB,1
2925,SlyA,paaC,1
2926,SlyA,paaD,1
2927,SlyA,paaE,1
2928,SlyA,paaF,1
2929,SlyA,paaG,1
2930,SlyA,paaH,1
2931,SlyA,paaI,1
2932,SlyA,paaJ,1
2933,SlyA,paaK,1
2934,SlyA,slyA,1
2935,SlyA,cas1,1
2936,SlyA,casE,1
2937,SlyA,casD,1
2938,SlyA,casC,1
2939,SlyA,casB,1
2940,SlyA,casA,1
2941,SlyA,gspC,1
2942,SlyA,gspD,1
2943,SlyA,gspE,1
2944,SlyA,gspF,1
2945,SlyA,gspG,1
2946,SlyA,gspH,1
2947,SlyA,gspI,1
2948,SlyA,gspJ,1
2949,SlyA,gspK,1
2950,SlyA,gspL,1
2951,SlyA,sgcR,-1
2952,SlyA,sgcE,-1
2953,SlyA,sgcQ,-1
2954,SlyA,yjiN,1
2955,HipAB,hipB,-1
2956,HipAB,hipA,-1
2957,HipAB,mazE,-1
2958,HipAB,relA,-1
2959,HipAB,mazF,-1
2960,CsqR,yihS,-1
2961,CsqR,yihT,-1
2962,CsqR,yihU,-1
2963,CsqR,yihV,-1
2964,CsqR,csqR,-1
2965,YcjW,ymjB,-1
2966,YcjW,ycjM,-1
2967,YcjW,ycjN,-1
2968,YcjW,ycjO,-1
2969,YcjW,ycjP,-1
2970,YcjW,ycjQ,-1
2971,YcjW,ycjR,-1
2972,YcjW,ycjS,-1
2973,YcjW,ycjT,-1
2974,YcjW,ycjU,-1
2975,YcjW,ycjV,-1
2976,YcjW,ompG,-1
2977,HicB,hicA,-1
2978,HicB,hicB,-1
2979,YdeO,appA,1
2980,YdeO,hyaA,1
2981,YdeO,hyaB,1
2982,YdeO,hyaC,1
2983,YdeO,hyaD,1
2984,YdeO,hyaE,1
2985,YdeO,hyaF,1
2986,YdeO,nhaR,1
