,source,target,weight
153,Spf,puuE,-1
154,Spf,nanC,-1
155,Spf,srlA,-1
156,MicA,ompA,-1
157,MicA,phoP,-1
158,MicA,phoQ,-1
159,MicA,tsx,-1
160,MicA,ompX,-1
161,MicA,yliM,-1
162,OmrA,cirA,-1
163,OmrA,fepA,-1
164,OmrA,flhC,-1
165,OmrA,flhD,-1
166,OmrA,ompR,-1
167,OmrA,ompT,-1
168,OmrA,flgM,-1
169,OmrA,csgG,-1
170,OmrA,csgF,-1
171,OmrA,csgE,-1
172,OmrA,csgD,-1
173,OmrA,dgcM,-1
174,ArcZ,flhC,-1
175,ArcZ,flhD,-1
176,ArcZ,rpoS,1
177,ArcZ,mutS,-1
178,ArcZ,eptB,-1
179,RyhB,cirA,1
180,RyhB,cysE,-1
181,RyhB,fur,-1
182,RyhB,nirB,-1
183,RyhB,sdhA,-1
184,RyhB,sdhB,-1
185,RyhB,sdhC,-1
186,RyhB,sodB,-1
187,RyhB,sucA,-1
188,RyhB,nuoM,-1
189,RyhB,nuoF,-1
190,RyhB,nuoA,-1
191,RyhB,nuoB,-1
192,RyhB,nuoC,-1
193,RyhB,nuoE,-1
194,RyhB,nuoG,-1
195,RyhB,nuoH,-1
196,RyhB,nuoI,-1
197,RyhB,nuoJ,-1
198,RyhB,nuoK,-1
199,RyhB,nuoL,-1
200,RyhB,nuoN,-1
201,RyhB,iscA,-1
202,RyhB,erpA,-1
203,RyhB,msrB,-1
204,RyhB,uof,-1
205,RyhB,shiA,1
206,RyhB,iscU,-1
207,RyhB,iscS,-1
208,RyhB,iscR,-1
209,MicC,ompC,-1
210,FliX,rplB,-1
211,FliX,rplC,-1
212,FliX,rplD,-1
213,FliX,rplP,-1
214,FliX,rplV,-1
215,FliX,rplW,-1
216,FliX,rpmC,-1
217,FliX,rpsC,-1
218,FliX,rpsJ,-1
219,FliX,rpsQ,-1
220,FliX,rpsS,-1
221,UhpU,lrhA,-1
222,GlnZ,glnP,-1
223,GlnZ,sucA,-1
224,Hfq,cirA,-1
225,Hfq,mutS,-1
226,Hfq,oppA,-1
227,ribonuclease E,rne,-1
228,carbon storage regulator CsrA,glgA,-1
229,carbon storage regulator CsrA,glgC,-1
230,carbon storage regulator CsrA,glgP,-1
231,carbon storage regulator CsrA,sdiA,-1
232,carbon storage regulator CsrA,nhaR,-1
233,carbon storage regulator CsrA,dgcZ,-1
234,carbon storage regulator CsrA,pgaD,-1
235,carbon storage regulator CsrA,pgaC,-1
236,carbon storage regulator CsrA,pgaB,-1
237,carbon storage regulator CsrA,pgaA,-1
238,carbon storage regulator CsrA,dgcT,-1
239,SelB-L-selenocysteinyl-tRNA<sup>sec</sup>,selA,-1
240,SelB-L-selenocysteinyl-tRNA<sup>sec</sup>,selB,-1
241,small heat shock protein IbpA,ibpA,-1
242,S6:S18 ribosomal subunit complex,priB,-1
243,S6:S18 ribosomal subunit complex,rplI,-1
244,S6:S18 ribosomal subunit complex,rpsF,-1
245,S6:S18 ribosomal subunit complex,rpsR,-1
246,threonine&mdash;tRNA ligase,thrS,-1
247,ExuR,uxaB,-1
248,ExuR,exuR,-1
249,ExuR,lgoR,-1
250,ExuR,lgoD,-1
251,Dan,ttdA,1
252,Dan,ttdB,1
253,Dan,ttdT,1
254,Dan,ttdR,1
255,AgaR,agaA,-1
256,AgaR,kbaY,-1
257,AgaR,agaB,-1
258,AgaR,agaC,-1
259,AgaR,agaR,-1
260,AgaR,kbaZ,-1
261,AgaR,agaV,-1
262,AgaR,agaW,-1
263,AgaR,agaS,-1
264,AgaR,agaD,-1
265,AgaR,agaI,-1
266,AtoC,atoD,1
267,AtoC,atoA,1
268,AtoC,atoE,1
269,AtoC,atoB,1
270,DgoR,dgoA,-1
271,DgoR,dgoK,-1
272,DgoR,dgoT,-1
273,DgoR,dgoR,-1
274,DgoR,dgoD,-1
275,TdcA,tdcA,1
276,TdcA,tdcB,1
277,TdcA,tdcC,1
278,TdcA,tdcD,1
279,TdcA,tdcG,1
280,TdcA,tdcF,1
281,TdcA,tdcE,1
282,NarL,adhE,-1
283,NarL,aspA,-1
284,NarL,cysG,1
285,NarL,dmsA,-1
286,NarL,dmsB,-1
287,NarL,dmsC,-1
288,NarL,fdhF,-1
289,NarL,frdA,-1
290,NarL,frdB,-1
291,NarL,frdC,-1
292,NarL,frdD,-1
293,NarL,narG,1
294,NarL,narH,1
295,NarL,narI,1
296,NarL,narJ,1
297,NarL,narK,1
298,NarL,nirB,1
299,NarL,nirC,1
300,NarL,nirD,1
301,NarL,ogt,1
302,NarL,pflB,-1
303,NarL,poxB,1
304,NarL,ompW,-1
305,NarL,dcuA,-1
306,NarL,fdnG,1
307,NarL,fdnH,1
308,NarL,fdnI,1
309,NarL,focA,-1
310,NarL,nrfA,0
311,NarL,nrfB,0
312,NarL,nrfC,0
313,NarL,nrfD,0
314,NarL,nrfE,0
315,NarL,nrfF,0
316,NarL,nrfG,0
317,NarL,ccmH,-1
318,NarL,ccmG,-1
319,NarL,ccmF,-1
320,NarL,ccmE,-1
321,NarL,ccmC,-1
322,NarL,ccmB,-1
323,NarL,ccmA,-1
324,NarL,napC,-1
325,NarL,napB,-1
326,NarL,napH,-1
327,NarL,napG,-1
328,NarL,napA,-1
329,NarL,napF,-1
330,NarL,napD,-1
331,NarL,ccmD,-1
332,NarL,hcr,1
333,NarL,hcp,1
334,NarL,ydeP,1
335,NarL,ynfE,-1
336,NarL,ynfF,-1
337,NarL,ynfG,-1
338,NarL,ynfH,-1
339,NarL,dmsD,-1
340,NarL,ydhT,-1
341,NarL,ydhV,-1
342,NarL,ydhY,-1
343,NarL,yoaG,1
344,NarL,yeaR,1
345,NarL,dcuR,-1
346,NarL,dcuS,-1
347,NarL,narS,1
348,UhpA,uhpT,1
349,UhpA,uhpU,1
350,ZntR,rsd,-1
351,ZntR,zntA,0
352,ZntR,rmf,-1
353,TdcR,tdcA,1
354,TdcR,tdcB,1
355,TdcR,tdcC,1
356,TdcR,tdcD,1
357,TdcR,tdcG,1
358,TdcR,tdcF,1
359,TdcR,tdcE,1
360,FliZ,flhC,-1
361,FliZ,flhD,-1
362,FliZ,osmY,-1
363,FliZ,hdeA,-1
364,FliZ,hdeB,-1
365,FliZ,yhiD,-1
366,FliZ,gadB,-1
367,FliZ,gadE,-1
368,FliZ,yjbJ,-1
369,FliZ,mlrA,-1
370,FliZ,mdtE,-1
371,FliZ,mdtF,-1
372,FliZ,gadF,-1
373,FliZ,csgG,-1
374,FliZ,csgF,-1
375,FliZ,csgE,-1
376,FliZ,csgD,-1
377,FliZ,pdeR,-1
378,FliZ,gadC,-1
379,Lrp,aceB,1
380,Lrp,ansB,0
381,Lrp,aroA,0
382,Lrp,aspA,0
383,Lrp,avtA,0
384,Lrp,cadA,1
385,Lrp,cadB,1
386,Lrp,eco,-1
387,Lrp,fimA,1
388,Lrp,fimC,1
389,Lrp,fimD,1
390,Lrp,fimF,1
391,Lrp,fimG,1
392,Lrp,fimH,1
393,Lrp,ftsQ,-1
394,Lrp,gabT,1
395,Lrp,gcvH,1
396,Lrp,gltB,1
397,Lrp,gltD,1
398,Lrp,ilvA,-1
399,Lrp,ilvD,-1
400,Lrp,ilvE,-1
401,Lrp,ilvH,0
402,Lrp,ilvI,0
403,Lrp,ilvM,-1
404,Lrp,lrp,-1
405,Lrp,lysU,-1
406,Lrp,metK,-1
407,Lrp,mtr,-1
408,Lrp,ompC,-1
409,Lrp,oppA,-1
410,Lrp,oppB,-1
411,Lrp,oppC,-1
412,Lrp,oppD,-1
413,Lrp,oppF,-1
414,Lrp,osmC,0
415,Lrp,pepD,-1
416,Lrp,sdaA,-1
417,Lrp,serA,0
418,Lrp,serB,1
419,Lrp,serC,0
420,Lrp,tdh,1
421,Lrp,fau,-1
422,Lrp,argO,1
423,Lrp,uspE,-1
424,Lrp,thrL,-1
425,Lrp,gabD,1
426,Lrp,gabP,1
427,Lrp,lysP,0
428,Lrp,osmY,-1
429,Lrp,dadX,-1
430,Lrp,gcvT,0
431,Lrp,gltF,1
432,Lrp,stpA,1
433,Lrp,gcvP,1
434,Lrp,aidB,-1
435,Lrp,yjbJ,-1
436,Lrp,yjbQ,-1
437,Lrp,fimI,1
438,Lrp,yehL,-1
439,Lrp,mqo,-1
440,Lrp,lrhA,1
441,Lrp,sdaC,-1
442,Lrp,brnQ,-1
443,Lrp,yhjE,1
444,Lrp,lhgD,1
445,Lrp,ybiJ,-1
446,Lrp,yjeM,-1
447,Lrp,cycA,-1
448,Lrp,yciN,-1
449,Lrp,alaT,-1
450,Lrp,gltT,-1
451,Lrp,gltU,-1
452,Lrp,micF,-1
453,Lrp,rrfB,-1
454,Lrp,rrfC,-1
455,Lrp,rrlA,-1
456,Lrp,rrlB,-1
457,Lrp,rrlC,-1
458,Lrp,rrsA,-1
459,Lrp,rrsB,-1
460,Lrp,rrsC,-1
461,Lrp,ssrS,-1
462,Lrp,ilvX,-1
463,Lrp,ybjS,-1
464,Lrp,ycaM,-1
465,Lrp,lolC,1
466,Lrp,dtpA,-1
467,Lrp,leuE,-1
468,Lrp,yfcC,-1
469,Lrp,yfcZ,-1
470,Lrp,glaH,1
471,Lrp,alaE,0
472,Lrp,yqeF,1
473,Lrp,yzgL,1
474,Lrp,ytfK,-1
475,Lrp,ridA,0
476,Lrp,yjiC,-1
477,Lrp,ilvG,-1
478,Lrp,fimR2,1
479,CynR,cynS,1
480,CynR,cynT,1
481,CynR,cynX,1
482,CynR,cynR,-1
483,MqsA,rpoS,-1
484,MqsA,cspD,-1
485,MqsA,csgG,-1
486,MqsA,csgF,-1
487,MqsA,csgE,-1
488,MqsA,csgD,-1
489,MqsA,mqsA,-1
490,MqsA,mqsR,-1
491,DnaA,aldA,-1
492,DnaA,dnaA,0
493,DnaA,dnaN,0
494,DnaA,guaA,-1
495,DnaA,guaB,-1
496,DnaA,nrdA,0
497,DnaA,nrdB,0
498,DnaA,polA,1
499,DnaA,recF,0
500,DnaA,uvrB,-1
501,DnaA,yfaE,0
502,DnaA,yjeV,-1
503,DnaA,idlP,-1
504,DnaA,ytiC,-1
505,DnaA,ytiD,-1
506,DnaA,iraD,-1
507,CsgD,nlpA,1
508,CsgD,dgcC,1
509,CsgD,fliE,-1
510,CsgD,fliF,-1
511,CsgD,fliA,-1
512,CsgD,fliZ,-1
513,CsgD,csgA,1
514,CsgD,wrbA,1
515,CsgD,fliG,-1
516,CsgD,fliH,-1
517,CsgD,yccJ,1
518,CsgD,flgM,-1
519,CsgD,fliI,-1
520,CsgD,fliJ,-1
521,CsgD,fliK,-1
522,CsgD,csgI,1
523,CsgD,csgG,1
524,CsgD,csgF,1
525,CsgD,csgE,1
526,CsgD,csgD,1
527,CsgD,csgB,1
528,CsgD,csgC,1
529,CsgD,flgN,-1
530,CsgD,tcyJ,-1
531,CsgD,yhbS,-1
532,CsgD,ubiT,-1
533,HU,galE,-1
534,HU,galK,-1
535,HU,galT,-1
536,HU,galM,-1
537,H-NS,appY,-1
538,H-NS,bglB,-1
539,H-NS,bglF,-1
540,H-NS,bglG,-1
541,H-NS,cadA,-1
542,H-NS,cadB,-1
543,H-NS,cadC,-1
544,H-NS,cspA,-1
545,H-NS,cydA,-1
546,H-NS,cydB,-1
547,H-NS,cysG,-1
548,H-NS,fimA,1
549,H-NS,fimB,-1
550,H-NS,fimC,1
551,H-NS,fimD,1
552,H-NS,fimE,-1
553,H-NS,fimF,1
554,H-NS,fimG,1
555,H-NS,fimH,1
556,H-NS,flhC,1
557,H-NS,flhD,1
558,H-NS,galE,-1
559,H-NS,galK,-1
560,H-NS,galT,-1
561,H-NS,hns,-1
562,H-NS,lacA,-1
563,H-NS,lacY,-1
564,H-NS,lacZ,-1
565,H-NS,leuO,-1
566,H-NS,lrp,-1
567,H-NS,nirB,-1
568,H-NS,nirC,-1
569,H-NS,nirD,-1
570,H-NS,nrdA,-1
571,H-NS,nrdB,-1
572,H-NS,proV,-1
573,H-NS,proW,-1
574,H-NS,proX,-1
575,H-NS,rcsB,-1
576,H-NS,ftnA,-1
577,H-NS,yciE,-1
578,H-NS,yciF,-1
579,H-NS,yciG,-1
580,H-NS,fau,-1
581,H-NS,chiA,-1
582,H-NS,gspB,-1
583,H-NS,gspO,-1
584,H-NS,hdeA,-1
585,H-NS,hdeB,-1
586,H-NS,yhiD,-1
587,H-NS,dps,-1
588,H-NS,nrdD,-1
589,H-NS,hdfR,-1
590,H-NS,hdeD,-1
591,H-NS,gadE,-1
592,H-NS,stpA,-1
593,H-NS,evgA,-1
594,H-NS,evgS,-1
595,H-NS,galM,-1
596,H-NS,dctR,-1
597,H-NS,slp,-1
598,H-NS,adiY,-1
599,H-NS,fimI,1
600,H-NS,gspM,-1
601,H-NS,yhiM,-1
602,H-NS,mdtE,-1
603,H-NS,mdtF,-1
604,H-NS,gadW,-1
605,H-NS,gadX,-1
606,H-NS,yfaE,-1
607,H-NS,rcsD,-1
608,H-NS,cas2,-1
609,H-NS,gltT,-1
610,H-NS,rrfB,-1
611,H-NS,rrlB,-1
612,H-NS,rrsB,-1
613,H-NS,ssrS,-1
614,H-NS,gadA,-1
615,H-NS,gadF,-1
616,H-NS,mdtU,-1
617,H-NS,evgL,-1
618,H-NS,csgG,-1
619,H-NS,csgF,-1
620,H-NS,csgE,-1
621,H-NS,csgD,-1
622,H-+NS,hlyE,0
623,H-NS,ydeO,-1
624,H-NS,ydeP,-1
625,H-NS,mdtI,-1
626,H-NS,mdtJ,-1
627,H-NS,hchA,-1
628,H-NS,cas1,-1
629,H-NS,casE,-1
630,H-NS,casD,-1
631,H-NS,casC,-1
632,H-NS,casB,-1
633,H-NS,casA,-1
634,H-NS,gspA,-1
635,H-NS,gspC,-1
636,H-NS,gspD,-1
637,H-NS,gspE,-1
638,H-NS,gspF,-1
639,H-NS,gspG,-1
640,H-NS,gspH,-1
641,H-NS,gspI,-1
642,H-NS,gspJ,-1
643,H-NS,gspK,-1
644,H-NS,gspL,-1
645,H-NS,yjjP,-1
646,H-NS,yjjQ,-1
647,H-NS,bglJ,-1
648,H-NS,nrdG,-1
649,H-NS,fimR2,1
650,SdiA,ftsA,-1
651,SdiA,ftsQ,0
652,SdiA,ftsZ,-1
653,SdiA,rsd,1
654,SdiA,rmf,1
655,SdiA,rflP,1
656,AraC,araA,0
657,AraC,araB,0
658,AraC,araC,0
659,AraC,araD,0
660,AraC,araE,1
661,AraC,araF,1
662,AraC,araG,1
663,AraC,araH,1
664,AraC,araJ,1
665,AraC,xylB,-1
666,AraC,ygeA,1
667,AraC,yjfF,-1
668,AraC,ytfQ,-1
669,AraC,ytfR,-1
670,AraC,ytfT,-1
671,GadW,hdeB,0
672,GadW,gadB,0
673,GadW,gadX,0
674,GadW,gadA,0
675,GadW,gadC,0
676,DcuR,dcuB,1
677,DcuR,frdA,1
678,DcuR,frdB,1
679,DcuR,frdC,1
680,DcuR,frdD,1
681,DcuR,fumB,1
682,DcuR,dctA,1
683,DcuR,dpiB,1
684,DcuR,dpiA,1
685,TreR,treC,-1
686,TreR,treB,-1
687,NagC,chbB,-1
688,NagC,chbC,-1
689,NagC,chbA,-1
690,NagC,chbR,-1
691,NagC,chbF,-1
692,NagC,fimB,1
693,NagC,glmS,0
694,NagC,manX,-1
695,NagC,nagA,-1
696,NagC,nagB,-1
697,NagC,umpH,-1
698,NagC,nagE,-1
699,NagC,nagC,-1
700,NagC,glmU,0
701,NagC,galP,-1
702,NagC,chbG,-1
703,NagC,chiZ,-1
704,NagC,chiP,-1
705,NagC,chiQ,-1
706,NagC,nanS,-1
707,NagC,nanM,-1
708,NagC,nanC,-1
709,FabR,fabA,-1
710,FabR,fabB,-1
711,MlrA,cadC,1
712,MlrA,yhbE,1
713,MlrA,rplU,1
714,MlrA,rpmA,1
715,MlrA,csgG,1
716,MlrA,csgF,1
717,MlrA,csgE,1
718,MlrA,csgD,1
719,MlrA,obgE,1
720,MlrA,ibaG,1
721,MprA,mprA,-1
722,MprA,emrA,-1
723,MprA,emrB,-1
724,KdgR,eda,-1
725,TrpR,aroH,-1
726,TrpR,aroL,-1
727,TrpR,aroM,-1
728,TrpR,mtr,-1
729,TrpR,trpA,-1
730,TrpR,trpB,-1
731,TrpR,trpC,-1
732,TrpR,trpD,-1
733,TrpR,trpE,-1
734,TrpR,trpR,-1
735,TrpR,yaiA,-1
736,TrpR,trpL,-1
737,GalS,galE,0
738,GalS,galK,0
739,GalS,galT,0
740,GalS,galM,0
741,GalS,galP,-1
742,ModE,modB,-1
743,ModE,modC,-1
744,ModE,deoA,-1
745,ModE,deoB,-1
746,ModE,deoC,-1
747,ModE,deoD,-1
748,ModE,dmsA,-1
749,ModE,dmsB,-1
750,ModE,dmsC,-1
751,ModE,hycA,1
752,ModE,hycB,1
753,ModE,hycC,1
754,ModE,hycD,1
755,ModE,hycE,1
756,ModE,hycF,1
757,ModE,hycG,1
758,ModE,hycH,1
759,ModE,narL,1
760,ModE,narX,1
761,ModE,moaA,1
762,ModE,moaB,1
763,ModE,moaD,1
764,ModE,moaE,1
765,ModE,moaC,1
766,ModE,ccmH,1
767,ModE,ccmG,1
768,ModE,ccmF,1
769,ModE,ccmE,1
770,ModE,ccmC,1
771,ModE,ccmB,1
772,ModE,ccmA,1
773,ModE,napC,1
774,ModE,napB,1
775,ModE,napH,1
776,ModE,napG,1
777,ModE,napA,1
778,ModE,napF,1
779,ModE,napD,1
780,ModE,ccmD,1
781,ModE,modA,-1
782,ModE,hycI,1
783,Zur,znuB,-1
784,Zur,ykgO,-1
785,Zur,ykgM,-1
786,Zur,pliG,-1
787,Zur,znuA,-1
788,Zur,znuC,-1
789,LldR,fadL,1
790,LldR,lldP,0
791,LldR,lldR,0
792,LldR,lldD,0
793,LldR,gadW,1
794,LldR,gadY,1
795,LldR,fadE,1
796,LldR,yfdY,1
797,LldR,lpxP,1
798,LldR,glcD,1
799,LldR,yhcO,1
800,NsrR,hmp,-1
801,NsrR,poxB,-1
802,NsrR,fliZ,-1
803,NsrR,nrfB,-1
804,NsrR,hcr,-1
805,NsrR,hcp,-1
806,NsrR,tcyJ,-1
807,NsrR,ytfE,-1
808,DksA,csrB,1
809,DksA,csrC,1
810,DksA,rybB,1
811,DksA,rseC,1
812,OmpR,bolA,-1
813,OmpR,cadA,-1
814,OmpR,cadB,-1
815,OmpR,cadC,-1
816,OmpR,fadL,-1
817,OmpR,htpX,-1
818,OmpR,lpp,-1
819,OmpR,malE,-1
820,OmpR,narV,1
821,OmpR,narW,1
822,OmpR,narY,1
823,OmpR,narZ,1
824,OmpR,nmpC,-1
825,OmpR,ompC,1
826,OmpR,ompF,0
827,OmpR,potE,-1
828,OmpR,speF,-1
829,OmpR,tolC,1
830,OmpR,pdhR,1
831,OmpR,tsgA,1
832,OmpR,rob,1
833,OmpR,nuoN,-1
834,OmpR,feoA,1
835,OmpR,feoB,1
836,OmpR,acrR,1
837,OmpR,ompX,1
838,OmpR,rhtA,1
839,OmpR,galP,-1
840,OmpR,narU,1
841,OmpR,sstT,1
842,OmpR,feoC,1
843,OmpR,micF,1
844,OmpR,speFL,-1
845,OmpR,omrA,1
846,OmpR,omrB,1
847,OmpR,fadE,1
848,OmpR,gmhA,1
849,OmpR,pgaD,-1
850,OmpR,pgaC,-1
851,OmpR,pgaB,-1
852,OmpR,pgaA,-1
853,OmpR,csgG,1
854,OmpR,csgF,1
855,OmpR,csgE,1
856,OmpR,csgD,1
857,OmpR,dtpA,1
858,OmpR,yobB,-1
859,OmpR,exoX,-1
860,OmpR,znuA,1
861,OmpR,queE,1
862,OmpR,alx,-1
863,ChbR,chbB,0
864,ChbR,chbC,0
865,ChbR,chbA,0
866,ChbR,chbR,0
867,ChbR,chbF,0
868,ChbR,chbG,0
869,RcsB,ftsA,1
870,RcsB,ftsZ,1
871,RcsB,osmC,1
872,RcsB,sra,1
873,RcsB,rpoE,1
874,RcsB,gadX,-1
875,RcsB,rseA,1
876,RcsB,gadA,-1
877,RcsB,rseD,1
878,RcsB,rprA,1
879,RcsB,bdm,1
880,RcsB,ydeP,1
881,RcsB,rseC,1
882,RcsB,rseB,1
883,HypT,cydA,1
884,HypT,cydB,1
885,HypT,metQ,1
886,HypT,metN,1
887,HypT,metI,1
888,CspA,hns,1
889,DecR,cyuP,1
890,DecR,cyuA,1
891,RcdA,sulA,-1
892,RcdA,ydeI,1
893,RcdA,rsd,1
894,RcdA,rmf,1
895,RcdA,yagK,-1
896,RcdA,ybjI,-1
897,RcdA,ybjJ,-1
898,RcdA,rcdA,1
899,RcdA,csgG,1
900,RcdA,csgF,1
901,RcdA,csgE,1
902,RcdA,csgD,1
903,RcdA,bluF,1
904,RcdA,asr,1
905,Ada,ada,0
906,Ada,alkB,0
907,Ada,alkA,1
908,Ada,aidB,1
909,Rob,fumC,1
910,Rob,narG,1
911,Rob,tolC,1
912,Rob,ygiB,1
913,Rob,ygiC,1
914,Rob,zwf,1
915,Rob,rob,-1
916,Rob,inaA,1
917,Rob,marA,1
918,Rob,marR,1
919,Rob,marB,1
920,Rob,acrA,1
921,Rob,acrB,1
922,Rob,mdaB,1
923,Rob,micF,1
924,Rob,acrZ,1
925,FlhDC,aceB,1
926,FlhDC,adhE,1
927,FlhDC,fliL,1
928,FlhDC,fliM,1
929,FlhDC,fliN,1
930,FlhDC,epd,1
931,FlhDC,iclR,1
932,FlhDC,pfkA,1
933,FlhDC,ptsH,1
934,FlhDC,fliD,1
935,FlhDC,fliO,1
936,FlhDC,fliE,1
937,FlhDC,fliF,1
938,FlhDC,fliA,1
939,FlhDC,fliZ,1
940,FlhDC,fliS,1
941,FlhDC,fliT,1
942,FlhDC,fliG,1
943,FlhDC,fliH,1
944,FlhDC,fliP,1
945,FlhDC,fliQ,1
946,FlhDC,fliR,1
947,FlhDC,setB,1
948,FlhDC,gltJ,1
949,FlhDC,gltK,1
950,FlhDC,gltL,1
951,FlhDC,sroC,1
952,FlhDC,flgA,1
953,FlhDC,flgB,1
954,FlhDC,flgC,1
955,FlhDC,flgD,1
956,FlhDC,flgE,1
957,FlhDC,flgF,1
958,FlhDC,flgG,1
959,FlhDC,flgH,1
960,FlhDC,flgI,1
961,FlhDC,flgJ,1
962,FlhDC,flgM,1
963,FlhDC,flhA,1
964,FlhDC,fliI,1
965,FlhDC,fliJ,1
966,FlhDC,fliK,1
967,FlhDC,gltI,1
968,FlhDC,flgN,1
969,FlhDC,flhE,1
970,FlhDC,flhB,1
971,FlhDC,yecR,1
972,FlhDC,tcyJ,1
973,FlhDC,fruB,1
974,Fis,adhE,1
975,Fis,osmE,-1
976,Fis,bglB,-1
977,Fis,bglF,-1
978,Fis,bglG,-1
979,Fis,crp,-1
980,Fis,cspA,1
981,Fis,cysG,-1
982,Fis,dnaA,-1
983,Fis,dnaN,-1
984,Fis,fadA,1
985,Fis,fadB,1
986,Fis,fimA,1
987,Fis,fimC,1
988,Fis,fimD,1
989,Fis,fimF,1
990,Fis,fimG,1
991,Fis,fimH,1
992,Fis,fis,-1
993,Fis,glnA,1
994,Fis,glnG,1
995,Fis,glnL,1
996,Fis,glpT,1
997,Fis,gltX,-1
998,Fis,guaA,-1
999,Fis,guaB,-1
1000,Fis,gyrA,-1
1001,Fis,gyrB,-1
1002,Fis,hns,1
1003,Fis,hupA,1
1004,Fis,hupB,-1
1005,Fis,katE,-1
1006,Fis,lpd,1
1007,Fis,malE,1
1008,Fis,malF,1
1009,Fis,malG,1
1010,Fis,mazE,1
1011,Fis,mazG,1
1012,Fis,mtlA,-1
1013,Fis,mtlD,-1
1014,Fis,nanA,-1
