,AcrR,Ada,AdiY,AgaR,AidB,AlaS,AllR,AraC,ArcA,ArcZ,ArgP,ArgR,ArrS,ArsR,AscG,AtoC,BaeR,BasR,BetI,BirA,BluR,BolA,BtsR,C0293,CRP,CadC,CaiF,Cbl,CecR,ChbR,ChiX,CitR,ComR,CpxQ,CpxR,Cra,CreB,CsgD,CspA,CsqR,CsrA,CueR,CusR,CyaR,CynR,CysB,CytR,Dan,DcuR,DecR,DeoR,DgoR,DicA,DicF,DinJ-YafQ,DksA,DnaA,DpiA,DsrA,EnvR,EvgA,ExuR,FNR,FabR,FadR,FeaR,FecI,FhlA,FimZ,Fis,FlhDC,FliA,FliX,FliZ,FnrS,FrlR,FrmR,Fur,GadE,GadRcs,GadW,GadX,GalR,GalS,GcvA,GcvB,GlaR,GlcC,GlnZ,GlpR,GlrR,GntR,H-+NS,H-NS,HU,HcaR,HdfR,Hfq,HicB,HigA,HigBA,HipAB,HipB,HprR,HypT,IHF,IclR,IlvY,IscR,KdgR,KdpE,LacI,LeuO,LexA,LldR,LrhA,Lrp,LsrR,MalI,MalT,MarA,MarR,MatA,MazE,MazEF,McaS,McbR,MelR,MetJ,MetR,MgrR,MhpR,MicA,MicC,MicF,MicL-S,Mlc,MlrA,MngR,MntR,ModE,MprA,MqsA,MraZ,MurR,Nac,NadR,NagC,NanR,NarL,NarP,NemR,NfeR,NhaR,NikR,NimR,NorR,NrdR,NsrR,NtrC,OmpR,OmrA,OmrB,OxyR,OxyS,PaaX,PdeL,PdhR,PepA,PgrR,PhoB,PhoP,PlaR,PspF,PtrR,PunR,PurR,PutA,PuuR,PyrR,QseB,RacR,RalA,RbsR,RcdA,RclR,RcnR,RcsAB,RcsB,RcsB-BglJ,RelB,RelBE,RhaR,RhaS,Rob,RplD,RplM,RplT,RplY,RpmE,RpoD,RpoE,RpoH,RpoN,RpoS,RprA,RpsA,RpsH,RpsO,RseX,RstA,RutR,RybB,RydC,RyhB,S6:S18 ribosomal subunit complex,SdhX,SdiA,SdsN,SdsR,SelB-L-selenocysteinyl-tRNA<sup>sec</sup>,SgrR,SgrS,SlyA,SoxR,SoxS,Spf,SrsR,StpA,SutR,TdcA,TdcR,TorR,TreR,TrpR,TyrR,UhpA,UhpU,UlaR,UvrY,UxuR,XylR,XynR,YciT,YcjW,YdeO,YdfH,YebK,YefM,YefMB,YgiV,YhaJ,YiaU,YjjQ,YqhC,ZntR,ZraR,Zur,carbon storage regulator CsrA,ribonuclease E,small heat shock protein IbpA,threonine&mdash;tRNA ligase
p1k_00001,0.3999339,-0.8489296,2.460209,-3.7806666,-0.03496812,1.4518967,-3.2578876,-2.887308,7.9239106,0.7310151,3.9318979,5.8409443,1.3350214,-1.1808568,-0.32209745,-2.9797761,-1.3404105,-0.6297714,0.27877817,1.0541484,-0.73387194,1.4502422,2.630871,0.5312421,-1.6319627,-2.1581101,-3.9248114,-3.4540195,-0.059681688,-1.4349988,-1.5166516,-1.158455,0.6304496,1.3350214,2.7315679,6.0433483,-1.0898321,-1.1143589,2.3981557,-2.0501509,0.47416288,2.4437778,1.4957455,3.4120018,-1.4528701,-0.024269827,2.4208765,-2.832473,-1.0438856,-1.3287342,2.0891418,-1.7669417,-1.6637765,1.9171008,2.2585993,0.48886442,2.0556183,-2.6282446,1.9997197,1.177172,-3.2618654,-1.3182518,-0.9882654,2.0064037,4.1102557,-0.92808425,-1.1061119,-3.7317843,-2.0327902,3.3747888,-2.5939193,-4.1942506,8.318458,2.0457313,2.942451,-2.004776,0.6016794,1.704855,2.87443,-1.0841361,2.5206811,1.5801065,1.0985645,1.1840607,1.2331567,2.4727356,-1.4905479,-0.6909897,1.7633169,-2.2211418,1.8687426,-1.1486969,-1.1323241,-1.4382871,1.2402407,-1.3351618,1.9559338,2.1085474,0.018121427,-0.52002776,-0.52002776,0.58055526,-0.6175196,1.4957455,2.5492463,-1.4584553,3.1377707,1.1997155,-0.4895914,0.99508506,-0.02438513,-2.0421546,-3.963318,1.351232,0.0047056978,-0.57706934,4.182802,-2.268545,-0.5695428,0.7238901,2.5937865,-0.10350458,-0.091241084,0.66709316,0.66709316,0.24972282,1.3372312,-1.0949659,3.9252698,2.5413203,0.52780056,-2.9485097,3.7347648,2.5932493,1.8947543,3.580513,4.697865,1.8114508,-1.4467236,0.97686106,-2.7989829,0.9390012,1.6223501,3.3034616,-1.2012993,0.1717109,0.55257726,0.025175693,-1.4193654,-5.5109076,-5.9549146,0.49333888,0.5362507,0.27759838,-2.7295685,-0.8855262,-1.2933265,0.9425446,-1.3128375,-0.5848341,0.5576526,1.433114,1.433114,2.9079504,0.15077774,-3.7706034,-1.9480932,4.465677,2.680559,-0.18039365,-1.7454175,3.104254,-4.2075915,-0.41118878,0.037527032,-0.353512,6.9817076,0.07318665,1.4831806,-1.2350225,0.16629581,-2.9571695,-1.8088607,1.5948787,0.59373146,-1.6349199,1.0882576,-0.7514827,2.9505825,-2.6655648,1.1905043,1.1905043,-1.7445862,-3.0050585,2.189678,-0.80306125,3.5600932,3.4419467,2.373338,2.1499584,14.277264,2.8477361,6.7234845,-2.9405823,6.0091577,1.2789265,2.6860366,8.504957,2.252774,1.7833612,0.04053901,-0.7677275,2.4485855,3.0217094,6.039355,4.7309995,1.3010843,2.7016418,0.36865044,1.4519047,0.47367305,0.22468244,3.2301183,-5.23102,2.2769363,3.1861966,-1.0970838,-4.14347,-1.5685495,0.028511263,-3.085259,-3.085259,-1.7236725,-1.1935116,2.825715,2.8396435,-1.4050109,0.587974,-2.4074306,-0.3692215,-0.8949783,-2.2130382,-1.612358,1.4306469,-4.83854,-1.2146624,-1.4915546,0.23048232,0.8742167,0.8742167,-0.12345128,0.00514083,-2.4004478,0.15077774,0.70897436,1.7366456,1.9675529,-0.20281331,-0.67919916,1.1402581,0.5171804,1.7423906
p1k_00002,0.60108477,-0.7746846,2.484111,-3.8713617,0.105390616,1.4486643,-3.5133688,-2.7092938,7.9888153,0.7893649,4.028469,5.8588214,1.3357979,-1.0938367,-0.21053086,-3.1335192,-1.2547112,-0.5112228,0.32544416,1.1316893,-0.7535576,1.4388475,2.3986495,0.54540795,-1.5968772,-2.1677828,-3.5432827,-3.498771,-0.08437045,-1.5102345,-1.6901674,-1.094926,0.65527964,1.3357979,2.6985297,6.0387673,-0.87103415,-1.2564793,2.295666,-2.138595,0.47980118,2.3597152,1.5435596,3.2124362,-1.6195792,-0.013421384,2.397651,-3.0115392,-1.0172051,-1.2669901,2.078792,-1.6935068,-1.6761158,1.9711974,2.2295866,0.4543508,2.026283,-2.538395,1.9730421,1.2136196,-3.1536093,-1.3478847,-0.95392793,2.0294847,4.160296,-0.9602618,-1.0023172,-3.6293278,-2.142836,3.4842942,-2.561441,-4.187256,8.295162,1.9723117,2.9623501,-1.917705,0.6446818,1.6861569,2.9375288,-1.2326,2.4927428,1.5231675,1.1828905,1.2642295,1.2935542,2.5890927,-1.6952424,-0.7195257,1.8922063,-2.1141875,1.8308811,-1.0875083,-1.103748,-1.5110283,1.3394184,-1.0650513,2.0061438,2.1389132,0.124135464,-0.7782531,-0.7782531,0.5669676,-0.6084355,1.5435596,2.5543773,-1.1794862,3.142717,1.2635063,-0.5344542,1.0043136,-0.026018407,-2.1247716,-4.2473783,1.4819765,0.0435198,-0.3808558,4.197919,-2.3699126,-0.625539,0.75863546,2.5795102,-0.061673697,0.18570802,0.6935407,0.6935407,0.17912209,0.9956195,-0.9472213,3.9717143,2.5575542,0.47902587,-2.6018462,3.782566,2.6100376,1.8826368,3.3030212,4.671327,1.742329,-1.4706206,0.9468061,-2.7802231,1.019311,1.401262,3.3485138,-1.1752884,-0.029820304,0.5107506,-0.21208166,-1.6591239,-5.4783697,-6.0125566,0.55917895,0.6052418,0.16240945,-2.938238,-0.8281194,-1.2200909,0.9810391,-1.3707736,-0.33705267,0.5908097,1.3949496,1.3949496,2.9131594,0.18146604,-3.8508685,-2.005981,4.4739265,2.7069244,-0.27413824,-1.8196378,3.1081128,-3.9960456,-0.50620437,0.02992458,-0.3986533,7.094684,0.17149661,1.5797291,-1.1495962,0.15409112,-2.9338675,-1.0085455,1.6325896,0.3826876,-1.4909887,1.0579947,-0.7069751,2.896322,-2.7480261,1.1211255,1.1211255,-1.5862883,-2.9642253,2.1867692,-0.7300169,3.5067277,3.351544,2.3027353,1.9214633,14.424216,2.8254273,6.851873,-2.972068,5.997778,1.190346,2.6763532,8.375707,2.2144578,1.725006,-0.13010167,-0.65995586,2.3819451,3.0927784,6.1171227,4.6654277,1.3586568,2.6302588,0.36171874,1.4451457,0.50303376,0.25636956,3.2033126,-5.4240813,2.2953372,3.2903333,-1.2172499,-4.249045,-1.471903,0.16904292,-2.9033942,-2.9033942,-1.6919276,-1.267002,2.741056,2.8082724,-1.5375638,0.5178003,-2.533153,-0.4626826,-0.9351623,-2.2310936,-1.4908063,1.4451387,-4.931132,-1.3637142,-1.6062492,0.30983,0.7747746,0.7747746,-0.18363772,-0.23823324,-2.1859226,0.18146604,0.77725816,1.6751648,1.907715,-0.29314542,-0.70557636,1.1735754,0.4931248,1.7626607
p1k_00003,-0.081185386,0.44013453,2.4495428,-3.7552264,0.68945324,1.281506,-2.586787,-2.0615647,6.2677608,0.44210735,3.206072,3.8646076,2.0114517,-1.2939913,0.011791617,-3.0025015,-0.42064852,-0.2353093,0.6286905,2.0839865,2.0252385,1.027706,2.7863984,0.28748363,-2.7233315,-2.240043,-3.8832614,-2.858599,-0.06738113,-1.4291202,-1.3468512,-1.1252825,0.9748775,2.0114517,2.4264796,5.803142,-0.80434865,-1.0566547,2.2055187,-1.8354219,2.8173308,2.8887181,-1.6478478,3.5716672,-1.061254,1.1598859,2.7969491,-2.9760573,-1.3669127,-1.3545961,2.595671,-1.4197394,-1.4527034,1.8081799,1.8970985,0.4287331,2.4013247,-2.433222,0.47816747,1.2219404,-3.4256308,-1.4262042,-0.42077455,2.0822988,3.6180038,-0.6418167,0.252954,-2.9689639,-1.9057173,2.1625266,-3.9011304,-4.2735143,7.2759304,4.1765404,2.4346874,-1.8046904,0.4274257,4.2067447,4.07393,-0.47810256,4.062627,3.0602517,1.1718725,1.2556535,0.21811354,2.2434287,-0.9970945,-0.40390095,1.0449811,-1.550407,2.3082132,-1.2997615,-0.88892055,-1.1309108,1.2226826,-0.8920693,0.23561598,2.136357,0.32983822,-0.64929205,-0.64929205,0.9118976,-0.20872055,-1.6478478,3.1394596,-0.6442365,3.1573155,1.6457833,1.2160716,1.0242156,0.7763097,-2.0963864,-4.539453,1.601712,-0.027921826,-0.95610267,4.921495,-1.6304637,-0.9113429,-1.5904294,4.042842,-0.19512753,-0.61044556,0.9401953,0.9401953,0.22907472,3.6179032,-0.8034886,5.515149,3.7908714,0.9819306,-2.2936375,3.1110153,2.4702482,1.5811737,2.9223359,3.2294998,1.7447224,-1.4100227,1.4737357,-1.3095673,0.15073058,2.2384672,3.8210568,-1.2268095,-1.2616687,0.46044075,-0.18368259,-1.2348901,-4.616862,-5.5145073,0.60647446,0.7808247,0.836077,-1.9448222,-0.90844923,-0.7485459,3.6639688,0.7025859,-0.43602362,0.5925156,1.8820155,1.8820155,5.406873,-0.6991261,-3.0911016,-2.6277306,4.84181,1.2943516,0.5591965,-2.1030319,3.094363,-3.9090054,-0.05346588,0.03273196,-0.36393395,4.487765,0.068244375,-0.45430726,-1.0827523,0.17514473,-1.7517303,-1.4035084,0.27507284,1.4089167,-1.0538002,-0.2968517,-1.3041666,4.3126016,-2.8416786,1.687308,1.687308,-1.7186475,-2.7984648,2.2576747,-1.442289,2.6065164,3.0637279,1.9303238,1.3802156,13.051811,3.041602,6.904701,-2.1591368,9.042078,2.0024776,2.0548599,7.708329,1.7257547,1.0375026,0.72585803,-0.8910495,1.7322795,2.7190633,3.90132,3.7094393,0.7630335,3.411602,1.2495646,1.3731672,0.7409568,-0.07878275,2.026171,-4.6989636,2.4857092,3.3320336,-1.5845757,-3.8988602,-1.8662472,-0.050113082,-2.911807,-2.911807,-1.6582751,-1.3222011,2.0861273,1.1451484,-1.3929337,0.3159937,-2.3962047,-0.13409323,-1.3151226,-1.8636843,-1.4897065,-1.0404531,-4.4856615,0.58954954,-1.64134,0.065865345,1.0724072,1.0724072,0.3723624,0.20370024,-2.1493497,-0.6991261,1.765484,2.492159,1.1986339,-0.37678555,-0.945867,1.0876571,0.6295569,1.4895073
p1k_00004,-0.0703579,0.47978348,2.429831,-3.719375,0.6638902,1.2377383,-2.618785,-1.9652846,6.258186,0.30476317,3.0332744,3.5374537,2.0565343,-1.2099959,0.01640605,-2.8597834,-0.34488449,-0.1418239,0.71183205,2.105687,2.0589626,1.0664198,2.6857111,0.27782562,-2.7952614,-2.2076213,-3.8158169,-2.6377094,0.028678626,-1.4182074,-1.4245421,-1.21241,1.0605999,2.0565343,2.3602722,5.9079385,-0.77743185,-0.9333664,2.244524,-1.7543164,3.0261679,2.9056444,-1.6360635,3.5984104,-1.0116452,1.5625412,2.7959259,-2.962886,-1.260534,-1.2274295,2.670864,-1.335334,-1.4352325,1.7556577,1.942396,0.5470207,2.4924617,-2.384298,0.3605901,1.2421705,-3.4121513,-1.2349178,-0.22252458,2.04681,3.6745498,-0.68383473,0.22712749,-2.6916764,-2.0195298,2.1636145,-3.7631903,-4.172029,7.352745,4.089654,2.4616761,-1.8015456,0.42007452,3.91101,3.9844635,-0.609408,4.042093,2.965632,1.207822,1.2873169,0.2371293,2.1498616,-1.1231064,-0.3250614,0.95907605,-1.5312698,2.446974,-1.3563949,-0.8907769,-1.2562656,1.2327299,-0.8769372,0.0433401,1.9170117,0.4305908,-0.8291108,-0.8291108,0.80389684,-0.29977518,-1.6360635,3.020419,-0.36910427,3.1774194,1.8060942,1.3914363,1.0287186,0.8926465,-2.1741745,-4.7241697,1.611814,0.2496516,-1.0278174,4.8362293,-1.7098954,-0.92971456,-1.6134645,4.0607038,-0.24455445,-0.6599204,0.8761741,0.8761741,0.13572446,3.8454971,-0.7231219,4.924928,3.5864825,1.0110108,-2.2900877,3.0347443,2.393537,1.4574305,2.92603,3.2343612,1.7635708,-1.3614064,1.4877541,-1.0118219,0.08059893,2.2691402,3.8756428,-1.156794,-1.5246668,0.38411567,-0.24638781,-1.3450981,-4.359899,-5.3462873,0.51006013,0.7110987,0.87109673,-1.9698876,-0.93932986,-0.72516704,3.805248,0.93457824,-0.4230971,0.7202283,1.6123163,1.6123163,5.278128,-0.91177064,-2.9893534,-2.498084,4.820364,0.92117983,0.57988226,-1.9566394,2.9909596,-3.853098,0.04593521,-0.011425273,-0.37369764,3.9046113,0.017384283,-0.2935064,-1.0112195,0.25033432,-1.7019389,-1.8723578,0.13060564,1.4283949,-1.0074472,-0.43883452,-1.435081,4.4331117,-2.8065002,1.8686773,1.8686773,-1.6459532,-2.920834,2.353438,-1.3052701,2.5837464,3.0031073,1.9501566,1.2519153,13.008128,3.2284956,6.9492126,-1.8269168,9.206573,2.0130966,2.051833,7.792997,1.7374347,0.97661,0.7199061,-1.166782,1.6347761,2.4826634,3.9132628,3.712851,0.98351383,3.4450138,1.3201264,1.404281,0.7486719,-0.09067791,1.9603688,-4.722663,2.562887,3.3763819,-1.8376291,-3.64204,-2.0249798,0.04603786,-2.97873,-2.97873,-1.461196,-1.4780278,1.8662748,1.1131341,-1.4151175,0.3132903,-2.257757,-0.076865084,-1.1463159,-1.8266683,-1.5096511,-0.9226544,-4.6963553,0.51894873,-1.8139155,0.051243633,1.084345,1.084345,0.3664093,0.26693302,-2.120901,-0.91177064,1.7208513,2.5385296,1.2179351,-0.4559131,-0.92668056,1.1314565,0.5293119,1.5318581
p1k_00005,0.27296537,-0.7787802,2.782345,-3.8735812,-0.03739953,1.4302502,-3.2952986,-2.915692,8.276948,0.62178695,3.8869417,6.2214932,1.3843669,-1.1262091,-0.29198167,-3.1162665,-1.375518,-0.68254423,0.27977645,0.9548438,-0.70293725,1.4449276,2.6393604,0.44848225,-1.7073907,-2.1193488,-3.6030085,-3.4498518,-0.08013864,-1.3137838,-1.4106339,-1.2105054,0.6469051,1.3843669,2.5215712,6.17587,-0.84166735,-2.03712,2.1788893,-2.074738,0.83298147,2.8848214,-1.1732265,3.3506088,-1.5412782,0.2932104,2.2462034,-2.7447295,-1.0279605,-1.2728848,2.0304308,-1.7018293,-1.2994698,1.9354526,2.370915,0.48816648,2.0153596,-2.4794695,1.8506635,1.2044684,-3.038481,-1.400047,0.076312706,1.8910115,4.005617,-1.0457909,-1.3022432,-3.7122836,-2.1243644,4.0815835,-4.3243055,-4.942946,8.54387,2.2072458,2.9555495,-1.8724614,0.39963514,0.6947834,3.267619,-1.0198019,2.8575542,1.8582119,1.0611595,1.1506126,1.3809315,2.3181982,-1.4144324,0.08775053,1.9209855,-2.349705,1.9056064,-1.2131765,-1.0039685,-1.0125844,1.1885242,-1.1335757,2.0904932,1.7623384,0.07681058,-0.63411623,-0.63411623,0.6928144,-0.60015833,-1.1732265,2.6882296,-1.1168121,3.0493076,1.311792,0.15520847,0.9291426,-0.031589095,-2.1415837,-3.7707453,1.5070359,-0.035765566,-0.49241635,4.457666,-2.4346993,-0.73703,0.08633802,2.6883543,0.15112107,-0.46055624,0.7785514,0.7785514,0.22676495,1.059704,-1.2973952,4.2749114,2.7573981,0.38234374,-2.7178106,3.6924138,2.6065478,1.81861,3.3318796,4.600462,1.9257171,-1.4563822,0.86012095,-1.7655582,0.9598902,1.649541,3.2583125,-1.1812271,0.013717172,0.6398522,-0.021346005,-1.6328355,-4.2228017,-4.770998,0.32019088,0.50336444,0.268988,-2.681694,-0.71145654,-1.2953566,0.23721983,-1.1207594,-0.12725821,1.0957707,1.1224808,1.1224808,4.086683,0.12669808,-3.7530272,-2.7249708,4.7778473,2.8119407,-0.16328378,-2.7738435,3.3029938,-4.0378113,-0.23376095,0.07982815,-0.37954405,7.331533,0.13917083,0.91517663,-1.1345332,0.17556505,-2.5588942,-1.3180413,1.5990525,0.5349249,-1.6418976,0.27741256,-0.7655545,3.108122,-2.7128289,1.1453224,1.1453224,-1.6772972,-3.058839,2.418103,-0.92634714,3.4740973,3.4816127,2.3485084,1.402021,14.683652,2.8191338,6.644521,-2.7829552,5.9512324,1.2798073,2.6957133,8.826278,2.3202362,1.6762556,0.00944331,-0.5420848,2.207312,3.2468648,6.2635784,4.800264,1.3264134,2.6376088,0.44852424,1.4055521,0.5931742,0.30787796,3.250618,-5.1571164,2.2081316,3.1147335,-1.368272,-4.09595,-1.4217579,-0.35967132,-2.832543,-2.832543,-1.6497439,-1.1780596,2.9612992,2.7968514,-1.4521652,0.537551,-2.3377721,-0.39071053,-0.97643024,-2.2789536,-1.802673,-0.30899608,-4.8647256,-0.9229982,-1.7122556,0.23772374,0.8676128,0.8676128,-0.19965142,-0.19107348,-2.2537887,0.12669808,0.7054324,1.202379,1.4389777,4.711297,-0.4585297,1.1867346,0.4317261,1.8645259
p1k_00006,0.35441208,-0.84570235,2.6666176,-3.93567,-0.16963722,1.4268159,-3.34996,-2.9851482,8.259455,0.6656128,3.8471055,6.1533,1.3666115,-1.1606476,-0.2908234,-2.9142447,-1.4009975,-0.6352317,0.26776332,0.82398516,-0.67222774,1.4130003,2.4070427,0.4733711,-1.5929238,-2.125634,-3.769722,-3.4424825,-0.07170139,-1.3760395,-1.43366,-1.2588015,0.60898125,1.3666115,2.4868813,6.187541,-0.8598267,-2.019252,2.1850615,-2.0149257,0.7032296,2.8886566,-0.8747933,3.2864783,-1.4956579,0.30086684,2.310898,-2.706628,-1.0372864,-1.3188895,2.07906,-1.7323625,-1.4974909,1.955586,2.401454,0.4603278,2.0044897,-2.4593868,1.8648741,1.176823,-3.1200035,-1.3238459,0.03928172,1.8932215,3.9956667,-0.9958804,-1.2680446,-3.4720073,-1.8750223,4.076397,-4.2602353,-4.843461,8.614091,2.1418986,2.911685,-1.9051622,0.40509072,0.3356475,3.064957,-1.1614089,2.7089674,1.7314785,1.1602213,1.2643572,1.4080443,2.2649872,-1.5634552,0.121098466,1.9107671,-2.2889712,1.925268,-1.2932397,-1.0864037,-1.0346886,1.2769723,-1.1952136,2.123469,1.7251796,0.1705251,-0.63539684,-0.63539684,0.6624463,-0.6305307,-0.8747933,2.7216647,-0.9433248,3.0679047,1.2244067,-0.07321357,0.86738163,-0.026384784,-1.9747927,-3.8496885,1.4226544,-0.16393322,-0.46659532,4.4139214,-2.2322752,-0.6413684,0.4026773,2.7084324,0.127127,-0.29519087,0.73826694,0.73826694,0.25647542,1.1442969,-1.2587968,4.2155795,2.7572553,0.43909243,-2.9386082,3.691118,2.6035213,1.8023059,3.34195,4.6922064,1.9408456,-1.4510367,0.87137944,-1.72231,1.032658,1.6542977,3.3300781,-1.209718,0.19619128,0.6266808,-0.0035526603,-1.6015275,-4.221681,-4.6622963,0.33151045,0.40579358,0.31716403,-2.7849202,-0.7104946,-1.2976497,0.16602756,-1.2380928,-0.21492665,1.2624414,1.0822968,1.0822968,3.9290154,0.19054711,-3.7929392,-2.5506375,4.8765907,2.798898,-0.18216258,-2.6476288,3.2434268,-4.067551,-0.18141529,0.037200153,-0.42799836,7.2889524,0.16552033,0.6857279,-1.1076537,0.13939026,-2.5906699,-1.3838483,1.6144611,0.49635234,-1.3876314,0.21705431,-0.659767,3.0473175,-2.6231647,1.1860064,1.1860064,-1.7171655,-3.1445541,2.3978705,-0.9306323,3.466568,3.5369506,2.3446136,1.5472455,14.552256,2.7958872,6.697885,-2.6100454,5.740988,1.231944,2.73326,8.850267,2.3658893,1.6677225,0.0195334,-0.5751767,2.2206998,3.2426274,6.1621575,4.867694,1.3497181,2.6692808,0.4234856,1.4445317,0.62856406,0.29110128,3.250727,-5.22252,2.1658487,3.1551015,-1.4661863,-4.0943446,-1.4549124,-0.14254273,-2.8559287,-2.8559287,-1.7079654,-1.211221,2.9791892,2.8216772,-1.3519776,0.545272,-2.4265344,-0.36134484,-0.91476595,-2.169508,-1.5293498,-0.04577001,-4.932725,-1.0723739,-1.712156,0.2515139,0.81130403,0.81130403,-0.212107,-0.14527625,-2.365788,0.19054711,0.713666,1.2309886,1.4314474,4.647139,-0.50133973,1.2108076,0.56650865,1.8731768
p1k_00007,-0.13541235,0.4334392,2.7723591,-3.802053,0.81554514,1.2714746,-2.8060255,-2.2405622,6.313685,0.23411351,3.116323,4.0935907,1.999963,-1.2805984,0.011231198,-3.0882325,-0.466864,-0.23318519,0.6932272,2.2096877,1.2660058,1.1457133,2.969297,0.31641307,-2.8554964,-2.183265,-3.8997567,-2.8406403,0.017211568,-1.3801364,-1.4470794,-1.0828866,0.79787666,1.999963,2.6848593,5.732118,-0.86981845,-1.283226,2.2936807,-1.8504096,2.7000883,2.8429427,-1.7213978,3.7439554,-1.1906945,0.9473647,2.7219524,-3.0776675,-1.3647825,-1.442856,2.509034,-1.4655262,-1.422378,1.7346315,2.074917,0.52226496,2.2374127,-2.473122,0.807123,1.2485594,-2.8658931,-1.3975732,-0.69267845,2.03634,3.6210487,-0.7854664,0.031780414,-2.9948463,-2.1007042,2.1975677,-4.15835,-4.5347915,7.182276,4.4549923,2.4744205,-1.8151997,0.33147374,3.9904907,4.700275,0.031107439,4.5287337,3.6989279,1.2961593,1.3851862,0.6649532,2.2799096,-0.83013374,-0.70858634,1.0036047,-1.8933455,2.5043054,-1.2146727,-0.6648651,-0.7239341,1.2747986,-1.0205859,0.014392628,2.3593273,0.20647888,-1.0078949,-1.0078949,0.69730335,-0.44311306,-1.7213978,3.4207828,-0.91023153,3.294951,0.54878694,0.9397968,0.99224436,0.65936106,-2.2794313,-4.494466,1.8587343,0.048325185,-1.0021269,5.3345213,-1.8096237,-0.9091045,-1.7977176,3.65493,-0.20716417,-0.8128332,0.80691403,0.80691403,-0.026084917,3.6902692,-0.9580859,6.385633,3.6783304,0.72367316,-2.5522113,3.2525923,2.5592074,1.6922309,3.0729222,3.3560505,1.767907,-1.4949657,1.5535924,-1.5956466,0.127442,2.092099,3.6466365,-1.2622188,-0.9448151,0.37033576,-0.05158818,-1.1183522,-4.909165,-5.747143,0.51306903,0.6737282,0.90463954,-2.1559951,-0.90292823,-0.8274713,3.307634,-0.13305798,-0.6948994,0.80528224,1.7059206,1.7059206,4.4786105,-0.9654048,-3.3754747,-2.7521145,4.6077065,1.6949486,0.5095323,-2.3369863,3.2811084,-4.0863824,-0.26759148,-0.029659413,-0.4634639,4.784281,-0.025879141,-0.011791648,-1.0217913,-0.0031357089,-1.962293,-1.2444665,0.5556946,1.5347962,-0.8478778,-0.2744936,-1.4439245,4.6566625,-2.7514815,1.6214212,1.6214212,-1.645413,-2.9675152,2.1194112,-1.428299,2.7398474,3.1057258,1.8690795,1.4871374,12.707841,3.1205442,6.6250796,-2.443825,9.162378,1.9080582,2.0913966,7.800044,1.7665036,1.2160655,0.54078895,-0.8068722,1.7692441,3.010796,3.5153928,3.7405033,0.83558667,3.3001766,0.7844661,1.3633934,0.6862245,0.10789948,2.2836676,-4.8384266,2.2097423,2.4612074,-1.5429558,-4.0090146,-1.8002483,-0.30318606,-2.9712574,-2.9712574,-1.7247205,-1.2878629,1.9589925,1.110411,-1.5343717,0.27494165,-2.5625994,-0.16839878,-1.2950176,-1.8752804,-1.6381162,-0.8839542,-4.776892,0.8710251,-1.6829277,0.041763276,0.92363846,0.92363846,0.4939977,0.32037276,-2.1281736,-0.9654048,1.3260586,2.41419,1.1438351,-0.26276737,-0.69429356,1.0700039,0.40919992,1.504815
