"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250"
"p1k_00978",0,0,-9.67004724066716e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107946983701032,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000418371823872464,0,0,0,0,0,1.85124694382507e-05,0,0,0,0,0,0,0.000506566489998807,0,0,0,0,0,0,0,0,0,0,7.22895774096907e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00028450656145222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00494575538865189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p1k_00979",0,0,0,0,0,0,0,0,0,9.96627871778551e-05,0,0,0,0,0,0,-6.83814571995023e-05,0,0.000137199019404578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000475418515600797,0,0.00133027797603674,0,0,0,0,0,0.000266017863260495,0,0,-0.000360054993175056,0,0,0,0,0,0,0.000196247546515281,0,0,0,-0.00108774838333011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00197180814496229,-0.00260708136486028,0,0,0,0,0,0,0,0,0,0,0,-2.86275034218127e-05,0,0,0,0,0,0,0,0,0,0,0,-0.000140247502543404,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000564425880536807,5.51750124774906e-08,0,0,0,0,0,0,0,0,0,0,0,0.000790646504441298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00102405651040632,0,0,0,0,0,0,0,0,0,0,0,0.000134730312313931,-0.00455426568775763,0,0,0,0,0,0,0,-0.00797690795790498,0,0,0,-0.000226029303744039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353247795028189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000365478011600435,0,0
"p1k_00980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000317972889876187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257151940272834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04427613340934e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000601870916526272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78012064197693e-05,0,0,0,-5.58104262489987e-06,0,0,0.000970552149683059,0,0,0,0,0,0,0,0,-0.0056490267797238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63017660504789e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01057376956394e-05,0,0,0,0.000359446856807594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p1k_00981",0,0,-0.000210811761991778,0,0,0,0,0,0,0.000139084782223601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000478181257125204,0,0,0,0,0,0,0,0,0,-4.28827029300228e-05,0,0.00459219674832649,0,0.000396615540132479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.81636764261642e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010558977683905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00145321000200817,0,0,0,0,-0.000199460006883401,0,0,-0.000255726781889177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000617164738528751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79105085608679e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p1k_00982",0,0,0,0,0.000277800914406408,0,0,0,0,0,0,0,0,-2.09910746380933e-05,0,0,0,0,0,0,0,0.000497858547160733,0,0,0,0,0,0,0,0,0,-5.81353729286905e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000111999336775623,0,0,0.00252770660813726,0,0,0,0,0,0,0,0,0,0,0,0.0186881736580642,0,0.00816981936100823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000139672789298068,0,-9.55660858392832e-05,0.000350850782383045,0,0,0.000125754124022745,0,0,6.05292719113733e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113703811551268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p1k_00983",-0.000224318528189564,0,0.000301736448773337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00284301032219639,-0.00163798193140034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128830401380664,0,0,-0.00203683392747964,0,0,0,0,0,0,0,0,-0.00113565838636231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00128007264812708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p1k_00984",0,0,0.000635797253005024,0,-0.000412838545672469,0,0.000869056804749053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200219205027851,0,0,-0.00058172022275799,0,0,0,0,0,0,0,0,0,-0.000120547491007612,0,0,0,0,0.000220240630447406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10661955752666e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00437412114396249,0,0,0,0,0,0,0,-0.000331803551894267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000332650017837222,0,0,0,0,0,0,0,0,0,0,8.09484047181886e-05,0,9.64258126826083e-05,0,0,0,0,0,-0.000934383082100121,0,0,0,0,0,0,-0.000663798620451266,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.61073860204322e-05,-0.000560194534613398,0,0,0,0,0,0,0.00162769347867856,0,0,0,0,0.00112636284696757,0,0,0,0,0,-0.000156327703506921,0,-0.000878494120032401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000505858112871804,0,0,0,0,0,0,0,0
"p1k_00985",0,0,0,0,0,-8.32959817836845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14096781739451e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000256574678807837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000391336661541714,0.000610747537986658,0,0,0,8.0372207057e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000177140592769205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00237578778937621,-0.000229084642138844,0,0,0,0.000138883629463014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.15149358100394e-05,0,0,0,-0.00713709795434708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00271982520802076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000715134423914742,0,0,0,0.00049422438742634,0,0,0,0,0,0,0,0,0,0,0,0,-0.0009420681189724,-0.000218248745403695,0,0,0,0
"p1k_00986",0,0,0.000496678337564876,0,0,0,0,0,0,0,0,0,0,0.00027546731448609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.8339165920399e-05,0,0,0,0,0,0,4.61404255860758e-06,0,0,0,-0.000333619187490146,0,0,0,0,0,-0.000128989789267279,0,0,0.000412146108687949,0,0,0,0,0,0,0,0,0,0,0,0,-0.001053468170173,0,0,0,0,0.000101449660725153,0,0,0,0,0,0,0,0,0,0,0,-0.000109608437685772,0,-1.20424939165255e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00178739979172438,-0.00193671193760478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000268624990080834,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00644873635259635,0,-7.70994290235727e-05,0,0,0,0,0.0006072580378516,0,0,-0.000927009654144444,0,0,0,0,0,-0.000216078639115452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203963906447834,0,0,0,0,0,0,0,0,-0.00301637210245244,0,0,0,0,0,0,0.00146448643922503,0,0,0,0,0,0,0,0,0.000771190993362279,0,0,0,0,0,0,0,0
"p1k_00987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000722750706339623,0,0,-0.000247240905711236,0,0.000259902950092512,0,0,0,0,0,0,0,0,0.000428804680950659,0,0,0,0,-1.69296558740408e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000254429106366477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00383670943757027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00658893016914915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000185571036434431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p1k_00988",0,0,0.000457534622765709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000166125029932102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00445484763289949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00349850853540756,0,0,0,0,0,0.00186758330359763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p1k_00989",0,0,0.0282966652710797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p1k_00990",0,0,0,0,-0.00160187923889303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00136879643057806,0,0,0,0,0,0,0,0.00237356396879949,0,0,0,0,0,0,0,0,0,3.59184334015356e-05,0,0,0,0,-0.000161636058933735,0,0,0,-0.000891246131976502,9.31933823127922e-05,0,0,0,0,0,0.000226218186074669,0,-0.000354688785095799,0,2.22686372896258e-05,0,0,0,0,3.11019234522229e-05,0,0,0,0,-8.75287310506334e-05,0,0,0,0,0.000532874160062992,0,0,0,0,0,0,0,0,0,0,0,-2.16230080828141e-05,0,0,0,0,-0.00135741064314714,-3.56624967443708e-05,0,0,0,0,-0.000394761950010382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00016540324342925,0,0.00021835189500402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00951268933494011,0,0,0,0,-0.000502563336404871,-2.73450291441173e-05,0,0.00170024428347688,0,0,0,0,0,0,-7.07621160165564e-05,0,0,-0.000729643537912649,0,0,0,0,0,0,0,7.22785977087543e-07,0,0,0.000564564056143418,0,0,0,0,0,0.0020714504492336,0,0,0.000779410430902604,0,0,0,0.000878532571676304,-5.562149076975e-05,0,0,-1.71006537307292e-05,0,0.000404167827716849,0.000828691047926094,0,0,0,0,0.000181310364835381,0,0,-7.80421227640038e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000705771481195695,-0.00016830031184417,0,0,0,0,0,0,0,0,0.00121825146564375,0,0,0,0,0,0,0,0,0,-0.00513820222589097,0,0,0,0,0,0,0,-0.00255948476910787,0,0,0,0,0,-0.000911866341461414,0.000644189686537619,0,-0.00010381918700576,0,0,-0.001141417839556,0,0.00546382169137724,0
"p1k_00991",0,0,0.00187889415951609,-0.00020311226943683,0,0,0,0,0,0,1.50129743363289e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.24021213591121e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00398960548733912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00439415474821789,0,0,0,0,0,0.00146628909422111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p1k_00992",0,0,0.000654431758537771,0,0,0,-0.000176352352303969,0,0,0,0,0,0,-5.62778740228296e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000168709276889359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000516967849662608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00133412024189005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00869826347660585,-0.000778681753499288,0,7.08409139041188e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00200166621121618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p1k_00993",0,-0.000383513609647058,0,0.00109304120002163,0.00120429056317157,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11459299530808e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180741476134857,0,0,0,0,0,0.000363022839830251,-1.82962782566565e-06,0,0.00181415051274563,0,0,0,0,-0.000683298318090655,0,0,0,0,0,0,0.000181692165228658,0,0.000668892099100205,0,0,0,0,-6.86246039703995e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44001190494118e-06,0,0,0,0,0,0,0.000235109883376677,0,0,0,0,0,0,0,0,0,0,0,0.000362252132838786,0,0,0,0,0,-0.000221913398036644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133656545450301,-0.00113730560808923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186175996640815,0,-0.000123530784819888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73008850828135e-05,0,0.000651808027939191,9.76204363136806e-05,0,0,0,0,0,0,0,0,0,-0.00327391238158205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000387367266225128,0,0,-3.28279646979793e-05,0,0,0,0,0,0,0,0,0,0,0,0.000297378196285458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000272258371411431,0,0,0,0,0,0,0,0,0
"p1k_00994",0,0.000122961241695313,7.59390578615089e-05,6.0812346218748e-05,0,0,-4.62807388571535e-05,0,0,0,0,0,-5.43527432149188e-05,0,0,0,0,0,0,-2.47161698410501e-05,0,0,-7.81726425592201e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014999448799558,0,0,0,0,0,0,0,0,0,0,0.00123606889714585,0,0,0,0,0,0,0,0,0,0,0,0,-0.000159912086499029,-0.00105249437543436,0,0,0,0,0,-1.49952688830781e-05,0,0,0,0,0.000258740147585777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00523140216983422,-0.00292861503098763,0,0.000438948645777873,0,0,0,-0.000427881826211061,0,0.000262829587369156,0,0,0,0,0,0,0,0,0,0,0,0.00182054790342657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00679517824625632,0,0,0,0,0,0,0,0,-0.000437412947558312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533858859178584,0,0,0,0,0,0,0,0,-0.00179983043472511,0,0,0,0,0,0,0,0,0.000679186093160251,0,-2.95958225505419e-05,0,0,-0.00114395996976673,0,0,0,0,-0.00197091475202444,0,0,0,0,0,0,0,0,0,0.000881584226808343,0,0,0,0
"p1k_00995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169415210643988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000133731385028594,0,-0.00136019526504133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000676176765013536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00380022346830607,-0.00191807405987131,0,0.000415705787954985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00704437638418162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355194877739889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.42732771413229e-05,0,-0.000361753421453189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p1k_00996",0,0,0,0,-0.00183723255300011,0,0,0,0.000118257762881485,0,0,0,0,0,0,0.000174059853218127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000640948597025805,0,0,0,0,0.0180668178676395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107883994071732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.7909527313141e-05,0,0,0,0,0,0,0,0,0,0,-3.86838345415389e-05,0,0,0,0,0.000471823611769589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595368487214749,-0.00927581602478522,0,0,0,0,0,-4.22395161283056e-05,0,0,0,0,-0.00208629153585503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.87661281721715e-05,0,0,0,0,0,0,0,0,0,-0.00765123513328922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p1k_00997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.07042187410497e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64925239413271e-05,0,-0.000195346281975231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00595792735917427,0,0,0,0,0,0.00126738610844292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p1k_00998",0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94345750582187e-05,0,0,0,0,0,0,-2.30651891419202e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00049014961621528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00954325052954767,-0.000150789559275784,0,0,0,0,0.000364378052649303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00124320205719368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
