"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
0,0,0,0,-1.64342959239856,0,0.752464076917639,0,0,0,-1.09056960345802,0,0,0,0,0,0,0,0,0,-0.555916783610788,0,1.98519277388942,0,0,-0.309765955097584,0,0,0,0.977971099384561,0,0,0,0,0,0,0,-1.39726525408157,-2.40416436575526,0,0,0.0435063125547164,0,0,0,0,0.722233667371419,0,0,0,0,-0.0744334415357146,0,0,0,0,0,0,0,0,-0.00502923014365231,0,1.82627931666792,0,0,0.268807360611965,0.47280165920147,0.237559488940436,0,0,0,0,0,0,-0.457506766256495,0,0.469454769049147,0,0,0,0,0,0,1.55640166051048,0,0,0,-15.1422341383349,-7.75741153304474,0,0,0,0,-2.07507279475338,0,-4.67485926542804,0.0980882320136736,0,0,0,0.702904397116733,0,0,0,0,0,0,-0.137774217193525,0,0,-2.8900042288268,0,0,0,0,0,0.0273213928566061,0,0,0,0.469659958413651,0,0,0,0,-1.04364621136212,0,0,0,0,0,0,0,0,0,0,0,-0.931788112659064,0,0,0,0,0,-0.269966135376185,0,1.71485268991862,0.405699772261777,0,0,0,0,0,-1.55984852349419,0,0,0,0,0,0,0,0,0,0,0,0.481155229839263,0,4.15606095996229,3.52387079838885,0,0,-0.0204561324419805,0,-1.83305765845647,0,0,0,0,0,0,0,0,0,0,-0.384532311311652,0,0,0,0,0,0,0,0,-0.313798935115692,0,0,0,0,0,0.915734850314134,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457508273174522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0830557622176422,0,0,0,0,0,0,0,0,0,-10.6794796664172,-3.18856740329202,0,0,0,0,0,0,0,0.762049335209195,0,0,0,0,0,1.81127108021081,0,0,0,0,-0.117963401458969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.10432571084834,0,0,0,0,0,0,0,0,0,0,0,0,-0.758639965490699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448197471663553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.390963916771923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336599868800563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.54705118173765,-2.95383820956407,0,0,0,0,0,0,0,0.732681505523194,0,0,0,0,0,1.89401432982507,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4601672766296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.09180042372305,0,-0.00113022464753287,0,0,0,0,0,0,0,0,0,0,-1.03630273025016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392747582986253,0.0965637857875181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224356577700096,0,0,0,0,0,0,0,0,0,0,0
0,0,0.505210047255266,0,0,1.48649001176429,0,0,0,0,0,1.03196731064517,0.18916006565496,0,0,0,0,0,0,0,0,0,0,-0.274734994593617,0,0,0,0,0,0,0.0522984721278175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29277924253896,0,-0.555495901752394,0,0,0,0,0,0,-0.638653642776934,0,0,0,0,-0.096108518201897,0,-0.312989393796833,0,0.406995310195012,0,0,1.09519792331349,0,0,0,0,0,0,0,0,0,-1.3522722293575,0,0.0157712720300778,0,0,0,0,-1.26531175652908,0,0,-9.0876312486993,0,0,0,0,0,0,0,0,0,0,0,0,-0.583662567990793,0,0.987101493454383,0.647445241842566,0,0,0,0,0,0,-0.0749571765649393,0,0,0,0,0,0,0,0.519097977509958,-0.741000277090957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2050414346855,0,0,0,0.0328677303018896,0,0,0,0,0,-0.284348563585467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.48812905985759,0,0,0,0,0,0.232526838643184,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00580503072579686,0,0,0,0,0,0,0,0,0,0.150675640621257,0,2.93515194491075,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99583378965614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0673193259426654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.426766811449326,0,0,0,0,0,0,0,0,0,0,0.181096366506353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.547260219600023,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21048033948989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202236319099478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52578347121482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234374515166677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658232857212111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.614394235484815,0,-0.14399920384193,0,0,0,0,0,0,0,0,-0.0257995445115133,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265022282514537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311460830350957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.383481025655884,0,0,0,0,0,0,0,0,0,0,0,0.168828685355757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.22844236466708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688527223662883,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487943861717635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164765786567668,-0.101782307773544,0,0.666523567009534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200282433155849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
